video_id,publishing_date,view_count,title_on_youtube
rYz83XPxiZo,2019-05-16T16:18:07Z,182810,6. Singular Value Decomposition (SVD)
Y4f7K9XF04k,2019-07-18T19:24:48Z,71714,7. Eckart-Young: The Closest Rank k Matrix to A
NcPUI7aPFhA,2019-05-16T16:18:52Z,131539,Lecture 8: Norms of Vectors and Matrices
ZUU57Q3CFOU,2019-05-16T16:19:17Z,95546,9. Four Ways to Solve Least Squares Problems
Z_5uLqcwDgM,2019-05-16T16:19:49Z,43190,Lecture 10: Survey of Difficulties with Ax = b
MuEW9pG9oxE,2019-05-16T16:20:44Z,42659,Lecture 11: Minimizing ‖x‖ Subject to Ax = b
d32WV1rKoVk,2019-05-16T16:23:07Z,48809,12. Computing Eigenvalues and Singular Values
z0ykhV15wLw,2019-05-16T16:23:38Z,29156,Lecture 13: Randomized Matrix Multiplication
XhSk_Lw2X_U,2019-05-16T16:24:13Z,28628,14. Low Rank Changes in A and Its Inverse
z3SmljnD_nQ,2019-05-16T16:24:38Z,37689,"15. Matrices A(t) Depending on t, Derivative = dA/dt"
AdTvkFsqcDc,2019-05-16T16:25:49Z,20858,16. Derivatives of Inverse and Singular Values
9BYsNpTCZGg,2019-05-16T16:26:09Z,26404,Lecture 17: Rapidly Decreasing Singular Values
xaSL8yFgqig,2019-05-16T16:26:34Z,20647,"Lecture 18: Counting Parameters in SVD, LU, QR, Saddle Points"
2K7CvGnebO0,2019-05-16T16:26:57Z,17795,"19. Saddle Points Continued, Maxmin Principle"
nrDkb2MAwSA,2019-05-16T16:27:38Z,22894,20. Definitions and Inequalities
nvXRJIBOREc,2019-05-16T16:28:01Z,30809,Lecture 21: Minimizing a Function Step by Step
AeRwohPuUHQ,2019-05-16T16:28:26Z,58400,22. Gradient Descent: Downhill to a Minimum
wrEcHhoJxjM,2019-05-16T16:28:50Z,40623,23. Accelerating Gradient Descent (Use Momentum)
feb9j65Iz4w,2019-05-16T16:29:20Z,47568,24. Linear Programming and Two-Person Games
k3AiUhwHQ28,2019-05-16T16:29:41Z,67404,25. Stochastic Gradient Descent
sx00s7nYmRM,2019-05-16T16:33:12Z,43510,26. Structure of Neural Nets for Deep Learning
lZrIPRnoGQQ,2019-05-16T16:32:50Z,45993,27. Backpropagation: Find Partial Derivatives
p-bXJIa7QVI,2019-05-16T16:33:44Z,18976,"Lecture 30: Completing a Rank-One Matrix, Circulants!"
1pFv7e9xtHo,2019-05-16T16:43:40Z,29062,31. Eigenvectors of Circulant Matrices: Fourier Matrix
hwDRfkPSXng,2019-05-16T16:44:11Z,28755,"Lecture 32: ImageNet is a Convolutional Neural Network (CNN), The Convolution Rule"
L3-WFKCW-tY,2019-05-16T16:44:37Z,35059,33. Neural Nets and the Learning Function
0Qws8BuK3RQ,2019-05-16T16:45:10Z,20440,"34. Distance Matrices, Procrustes Problem"
cxTmmasBiC8,2019-05-16T16:45:36Z,70605,35. Finding Clusters in Graphs
rZS2LGiurKY,2019-05-16T16:45:57Z,47834,Lecture 36: Alan Edelman and Julia Language
StbJIv49Aco,2012-02-27T17:22:35Z,49758,"Course Introduction | MIT 18.085 Computational Science and Engineering I, Fall 2008"
CgfkEUOFAj0,2009-02-25T05:05:47Z,396008,"Lec 1 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
0oBJN8F616U,2009-02-25T18:30:37Z,218893,"Rec 1 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
-agCn_nWztQ,2009-02-25T04:16:03Z,91591,"Lec 2 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
11y8_XTbwGo,2009-02-25T04:18:16Z,57040,"Lec 3 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
5Pw5k0z1L4Q,2009-02-25T07:17:52Z,47729,"Lec 4 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
_hYaOtW4XY4,2009-02-25T04:23:44Z,28646,"Rec 2 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
h5KiY9lvHc4,2009-02-25T18:17:26Z,47649,"Lec 5 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
2Ola674-PPw,2009-02-25T04:48:53Z,31147,"Lec 6 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
fR_pGtAWHpY,2009-02-25T04:54:00Z,26537,"Lec 7 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
pN7zitwRq58,2009-02-25T05:20:20Z,26874,"Lec 8 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
wt7UJckgvxs,2009-02-25T05:10:32Z,17950,"Rec 3 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
0BAMQmT-tf0,2009-02-25T04:50:59Z,25637,"Lec 9 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
2OmTX1AeVAg,2009-02-25T05:13:51Z,18242,"Rec 4 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
V5EjSvx1vw0,2009-02-25T03:52:06Z,28315,"Lec 10 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
oZnCOIbesiA,2009-03-05T07:06:29Z,26030,"Lec 11 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
GQbq9G__--Y,2009-03-05T08:14:11Z,21144,"Lec 12 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
0egP7_kq23E,2009-03-05T10:32:50Z,11504,"Rec 5 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
bciGyT6eeOE,2009-03-05T07:11:09Z,16292,"Lec 14 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
Q95lUJagN0A,2009-03-05T09:29:27Z,20850,"Lec 13 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
w26JaJX8GMk,2009-03-05T09:14:52Z,10586,"Rec 6 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
ZOBgPxmXeVM,2009-03-05T06:45:10Z,16935,"Lec 15 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
mFGdF9TAfmE,2009-03-05T07:57:17Z,14991,"Lec 16 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
Vw4Gw9No008,2009-03-05T07:18:13Z,34165,"Lec 17 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
28tqrlZSMhk,2009-03-05T08:32:53Z,10534,"Rec 7 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
4B9aIlwEZcQ,2009-03-05T07:22:39Z,21047,"Lec 18 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
wTM4v2gIeqk,2009-03-05T08:21:44Z,16831,"Lec 19 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
PwKN0blvNkk,2009-03-05T10:52:33Z,17986,"Lec 20 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
XUB7FcjaLRI,2009-03-05T06:51:55Z,11182,"Rec 8 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
Siqu0aOOQCM,2009-03-05T07:55:32Z,26916,"Lec 21 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
zI9cSV3QKz0,2009-03-05T07:18:11Z,11155,"Rec 9 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
SreJp2U0Vio,2009-03-05T07:41:05Z,21274,"Lec 22 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
mhLI51d9LDc,2009-03-05T07:14:52Z,22803,"Lec 23 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
E1o1h-_4Bn4,2009-03-20T05:29:29Z,17684,"Lec 25 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
uMdPZuT7f70,2009-03-05T08:16:52Z,19475,"Lec 24 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
gYME3EbIqV4,2009-03-20T06:01:01Z,20006,"Lec 27 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
a6sPpQXST5E,2009-03-20T05:27:07Z,28612,"Lec 26 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
fJSSVcFhA0Y,2009-03-20T05:40:22Z,9094,"Rec 10 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
StnOg-q2tS8,2009-03-20T05:50:18Z,29102,"Lec 28 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
9iJryWzLDIw,2009-03-20T05:31:46Z,21366,"Lec 29 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
tkyv1D1tZGg,2009-03-20T06:24:57Z,10423,"Rec 11 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
bElQTlIWCr8,2009-03-20T05:06:42Z,26395,"Lec 30 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
UdpdZ0diXUg,2009-03-20T05:39:59Z,20299,"Lec 31 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
JWrrPuJf2nA,2009-03-20T05:04:18Z,9325,"Rec 12 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
4ctngXQrmDc,2009-03-20T05:55:00Z,14766,"Lec 32 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
aGnegoNe8Xo,2009-03-20T07:41:16Z,18906,"Lec 33 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
Kv7eOsMVx6E,2009-03-20T05:55:33Z,16301,"Lec 34 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
w0jVqJlzdI8,2009-03-20T05:23:33Z,7575,"Rec 13 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
Y_lWzD2vigk,2009-03-20T05:55:52Z,18975,"Lec 35 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
J0pZyXThRmM,2009-03-20T05:24:27Z,19215,"Lec 36 | MIT 18.085 Computational Science and Engineering I, Fall 2008"
gv-AB35V2k8,2008-05-19T21:37:20Z,251667,Lec 1 | MIT 18.086 Mathematical Methods for Engineers II
nlO9ci0kPLg,2008-05-19T19:04:44Z,38735,Lec 2 | MIT 18.086 Mathematical Methods for Engineers II
dxNyJxI_2eI,2008-05-19T19:11:04Z,25119,Lec 3 | MIT 18.086 Mathematical Methods for Engineers II
HHwDX-3IPT0,2008-05-19T19:01:30Z,18958,Lec 4 | MIT 18.086 Mathematical Methods for Engineers II
0aa6fUHTTeU,2008-05-19T19:04:54Z,13725,Lec 5 | MIT 18.086 Mathematical Methods for Engineers II
ZPmBMd6OZeQ,2016-12-07T22:39:43Z,7611,"6. Wave Profiles, Heat Equation / point source"
ByGXz_uHEdM,2008-05-19T19:14:50Z,13705,Lec 7 | MIT 18.086 Mathematical Methods for Engineers II
FrrTXj13DNk,2008-05-19T19:00:16Z,11793,Lec 8 | MIT 18.086 Mathematical Methods for Engineers II
sleOqiMUTXE,2008-05-19T19:04:44Z,15045,Lec 9 | MIT 18.086 Mathematical Methods for Engineers II
NpTzMWTYbM8,2008-05-19T19:07:59Z,10789,Lec 10 | MIT 18.086 Mathematical Methods for Engineers II
ZpOJJk6en2o,2008-05-19T19:05:08Z,21331,Lec 11 | MIT 18.086 Mathematical Methods for Engineers II
r1-r1t5i58g,2008-05-19T19:02:19Z,10698,Lec 12 | MIT 18.086 Mathematical Methods for Engineers II
S6dw885-SZI,2008-05-19T19:06:22Z,10714,Lec 13 | MIT 18.086 Mathematical Methods for Engineers II
pEuuJ5E7ZS0,2008-05-19T19:20:51Z,28680,Lec 14 | MIT 18.086 Mathematical Methods for Engineers II
LtNVodIs1dI,2008-05-19T19:05:43Z,18864,Lec 15 | MIT 18.086 Mathematical Methods for Engineers II
XPo4dHK48Nw,2008-05-19T19:01:55Z,12513,Lec 16 | MIT 18.086 Mathematical Methods for Engineers II
Y25UBGeu_2g,2008-05-19T19:00:16Z,14498,Lec 17 | MIT 18.086 Mathematical Methods for Engineers II
vIydsgrYGIY,2008-05-19T19:24:24Z,19607,Lec 18 | MIT 18.086 Mathematical Methods for Engineers II
zha1744fTRs,2008-05-19T19:06:44Z,50445,Lec 19 | MIT 18.086 Mathematical Methods for Engineers II
kyx2QgGkEpc,2008-05-19T19:23:38Z,9396,Lec 20 | MIT 18.086 Mathematical Methods for Engineers II
7dVYOOHB4g4,2008-05-19T19:04:08Z,13496,Lec 21 | MIT 18.086 Mathematical Methods for Engineers II
zIK5EnoiLL0,2008-05-19T19:07:55Z,10811,Lec 22 | MIT 18.086 Mathematical Methods for Engineers II
94nmfDkTL-E,2008-05-19T19:08:31Z,48602,Lec 23 | MIT 18.086 Mathematical Methods for Engineers II
c9XosfcouiM,2008-05-19T19:33:28Z,8226,Lec 24 | MIT 18.086 Mathematical Methods for Engineers II
j-C6QC5ufSw,2008-05-19T19:14:15Z,8301,Lec 25 | MIT 18.086 Mathematical Methods for Engineers II
xzUOJ-uQ8F0,2008-05-19T19:00:52Z,7069,Lec 26 | MIT 18.086 Mathematical Methods for Engineers II
iVUsEwSg-lw,2008-05-19T19:40:59Z,7179,Lec 27 | MIT 18.086 Mathematical Methods for Engineers II
fpwsw7SdkyY,2008-05-19T19:09:30Z,22008,Lec 28 | MIT 18.086 Mathematical Methods for Engineers II
NEsObJTwDXI,2008-05-19T19:14:49Z,15973,Lec 29 | MIT 18.086 Mathematical Methods for Engineers II
RDO6Py97IDg,2020-05-12T18:03:54Z,115712,1. A bridge between graph theory and additive combinatorics
YAo1sd4kuOQ,2020-05-12T18:00:15Z,11863,2. Forbidding a subgraph I: Mantel's theorem and Turán's theorem
hDwkKrWqdZE,2020-05-12T18:00:04Z,5835,3. Forbidding a subgraph II: complete bipartite subgraph
4LYom0ekars,2020-05-12T18:00:30Z,3505,4. Forbidding a subgraph III: algebraic constructions
NpMv0Nqmy3c,2020-05-12T18:00:04Z,2543,5. Forbidding a subgraph IV: dependent random choice
vcsxCFSLyP8,2020-05-12T18:00:23Z,4880,6. Szemerédi's graph regularity lemma I: statement and proof
RD9AWDdj-Yk,2020-05-12T18:00:04Z,2814,7. Szemerédi's graph regularity lemma II: triangle removal lemma
oiKLWa_0dhs,2020-05-12T18:00:04Z,1898,8. Szemerédi's graph regularity lemma III: further applications
3IxWLibV_tU,2020-05-12T18:00:19Z,1554,9. Szemerédi's graph regularity lemma IV: induced removal lemma
rBUFitIoE14,2020-05-12T18:00:04Z,1520,10. Szemerédi's graph regularity lemma V: hypergraph removal and spectral proof
TgPcNnUrE24,2020-05-12T18:00:19Z,2179,11. Pseudorandom graphs I: quasirandomness
Rlvwagd2BmY,2020-05-12T18:00:29Z,2225,12. Pseudorandom graphs II: second eigenvalue
EnPjyNsEHQM,2020-05-12T18:00:23Z,2360,13. Sparse regularity and the Green-Tao theorem
P3tGiT72APw,2020-05-12T18:00:34Z,6650,14. Graph limits I: introduction
9gy-CAwx0Ls,2020-05-12T18:00:04Z,1951,15. Graph limits II: regularity and counting
nCWwhF0TkVI,2020-05-12T18:00:20Z,1573,16. Graph limits III: compactness and applications
mJziV7sAZm4,2020-05-12T18:00:04Z,1198,17. Graph limits IV: inequalities between subgraph densities
buEtwpGvQpI,2020-05-12T18:00:04Z,2410,18. Roth's theorem I: Fourier analytic proof over finite field
50oEJs-HZHQ,2020-05-12T18:00:17Z,1922,19. Roth's theorem II: Fourier analytic proof in the integers
DUA6lk7X2VY,2020-05-12T18:00:04Z,1647,20. Roth's theorem III: polynomial method and arithmetic regularity
oLwZFBZylUw,2020-05-12T18:00:28Z,1588,21. Structure of set addition I: introduction to Freiman's theorem
RwikpgvkN_o,2020-05-12T18:00:25Z,1356,22. Structure of set addition II: groups of bounded exponent and modeling lemma
BatYGepHsnc,2020-05-12T18:00:04Z,1086,23. Structure of set addition III: Bogolyubov's lemma and the geometry of numbers
IfwfCe-JZaI,2020-05-12T18:00:04Z,1282,24. Structure of set addition IV: proof of Freiman's theorem
MlYhHsq_tOU,2020-05-12T18:00:32Z,3290,25. Structure of set addition V: additive energy and Balog-Szemerédi-Gowers theorem
ydyiq1Z22gc,2020-05-12T18:00:04Z,2146,26. Sum-product problem and incidence geometry
9syvZr-9xwk,2021-10-06T12:48:25Z,191960,"1. Introduction, Finite Automata, Regular Expressions"
oNsscmUwjMU,2021-10-06T12:44:33Z,41783,"2. Nondeterminism, Closure Properties, Conversion of Regular Expressions to FA"
KAySmSEGc9U,2021-10-06T12:46:14Z,33162,"3. Regular Pumping Lemma, Conversion of FA to Regular Expressions"
m9eHViDPAJQ,2021-10-06T12:44:33Z,31459,"4. Pushdown Automata, Conversion of CFG to PDA and Reverse Conversion"
IycOPFmEQk8,2021-10-06T12:47:06Z,26351,"5. CF Pumping Lemma, Turing Machines"
TTArY7ojshU,2021-10-06T12:44:38Z,19155,"6. TM Variants, Church-Turing Thesis"
4MgN6uxd4i4,2021-10-06T12:45:14Z,15230,7. Decision Problems for Automata and Grammars
3PzuSPQPEU4,2021-10-06T12:44:37Z,16482,8. Undecidability
N28g_YBXY8Y,2021-10-06T12:46:14Z,16924,9. Reducibility
MGqoLm2aAgc,2021-10-06T12:44:33Z,7905,10. Computation History Method
N-_XmLanPYg,2021-10-06T12:44:34Z,9293,11. Recursion Theorem and Logic
asjAc90L8rE,2021-10-06T12:44:40Z,15000,12. Time Complexity
1VhnDdQsELo,2021-10-06T12:45:48Z,13253,"14. P and NP, SAT, Poly-Time Reducibility"
iZPzBHGDsWI,2021-10-06T12:44:33Z,10016,15. NP-Completeness
6Az1gtDRaAU,2021-10-06T12:44:33Z,9520,16. Cook-Levin Theorem
cT_qwkTigv4,2021-10-06T12:45:17Z,7155,"17. Space Complexity, PSPACE, Savitch's Theorem"
aVv9WXwW95w,2021-10-06T12:44:33Z,4255,18. PSPACE-Completeness
4dFPVJrNLDs,2021-10-06T12:45:20Z,4577,"19. Games, Generalized Geography"
q3xvno_KgRY,2021-10-06T12:45:34Z,4642,"20. L and NL, NL = coNL"
vqFRAWeEcUs,2021-10-06T12:44:33Z,4520,21. Hierarchy Theorems
N32bnUliSzo,2021-10-06T12:44:33Z,3036,"22. Provably Intractable Problems, Oracles"
Vp_AzDGQyrA,2021-10-06T12:44:45Z,4147,"23. Probabilistic Computation, BPP"
7J1HD9rqEB4,2021-10-06T12:45:35Z,4094,24. Probabilistic Computation (cont.)
TSI3LR5WZmo,2021-10-06T12:45:17Z,4184,"25. Interactive Proof Systems, IP"
eEXSv0jChO4,2021-10-06T12:45:10Z,2760,26. coNP is a subset of IP
VPZD_aij8H0,2017-10-30T16:08:26Z,1753684,1. Introduction to Statistics
C_W1adH-NVE,2017-08-17T20:51:45Z,198930,2. Introduction to Statistics (cont.)
TSkDZbGS94k,2017-08-17T20:51:54Z,94431,3. Parametric Inference
rLlZpnT02ZU,2017-08-17T20:51:39Z,61092,4. Parametric Inference (cont.) and Maximum Likelihood Estimation
0Va2dOLqUfM,2017-08-17T20:51:37Z,49479,5. Maximum Likelihood Estimation (cont.)
JTbZP0yt9qc,2017-08-17T20:51:53Z,49430,6. Maximum Likelihood Estimation (cont.) and the Method of Moments
phbw9r1iUDI,2017-08-17T20:51:48Z,44455,7. Parametric Hypothesis Testing
4HRhg4eUiMo,2017-08-17T20:51:44Z,27534,8. Parametric Hypothesis Testing (cont.)
QXkOaifVfW4,2017-08-17T20:51:53Z,23077,9. Parametric Hypothesis Testing (cont.)
a66tfLdr6oY,2017-08-17T20:51:46Z,19252,11. Parametric Hypothesis Testing (cont.) and Testing Goodness of Fit
vMaKx9fmJHE,2017-08-17T20:51:46Z,20776,12. Testing Goodness of Fit (cont.)
yP1S37BiEsQ,2017-08-17T20:51:37Z,53581,13. Regression
JBIz7UadY5M,2017-08-17T20:51:52Z,17582,14. Regression (cont.)
V4xOdtqic3o,2017-08-17T20:51:55Z,13442,15. Regression (cont.)
bFZ-0FH5hfs,2017-08-17T20:51:40Z,194668,17. Bayesian Statistics
k2inA31Gups,2017-08-17T20:51:40Z,21501,18. Bayesian Statistics (cont.)
WW3ZJHPwvyg,2017-08-17T20:51:56Z,87502,19. Principal Component Analysis
a1ZCeFpeW0o,2017-08-17T20:51:41Z,20131,20. Principal Component Analysis (cont.)
X-ix97pw0xY,2017-08-17T20:51:45Z,115179,21. Generalized Linear Models
mc1y8m9-hOM,2017-08-17T20:51:39Z,25429,22. Generalized Linear Models (cont.)
OYcdw5vOgIc,2017-08-17T20:51:36Z,17521,23. Generalized Linear Models (cont.)
lWW54ts9Ubo,2017-08-17T20:51:47Z,13991,24. Generalized Linear Models (cont.)
wvXDB9dMdEo,2015-01-06T18:18:47Z,6743920,"1. Introduction, Financial Terms and Concepts"
9YtmGy-wfE4,2015-01-06T18:18:56Z,308866,2. Linear Algebra
f9XFM8YLccg,2015-04-24T03:26:11Z,330474,3. Probability Theory
TuTmC8aOQJE,2015-01-06T18:18:58Z,770662,5. Stochastic Processes I
l1kLCrxL9Hk,2015-01-06T18:18:57Z,180552,6. Regression Analysis
92WaNz9mPeY,2015-01-06T18:18:57Z,438090,7. Value At Risk (VAR) Models
uBeM1FUk4Ps,2015-01-06T18:18:58Z,346905,8. Time Series Analysis I
cDlbEQz1PQk,2015-01-06T18:18:58Z,152529,9. Volatility Modeling
aga-Tak3c3M,2015-01-06T18:18:57Z,37216,10. Regularized Pricing and Risk Models
_IFUfFuyQlU,2015-01-06T18:18:56Z,38312,11. Time Series Analysis II
9G1IDAqrWkg,2015-01-06T18:18:56Z,32681,12. Time Series Analysis III
nmehlS-8b3Y,2015-01-06T18:18:58Z,44316,13. Commodity Models
ywl3pq6yc54,2015-01-06T18:18:57Z,224106,14. Portfolio Theory
ro07evEWbCE,2015-01-06T18:18:56Z,65365,15. Factor Modeling
8TJQhQ2GZ0Y,2015-01-06T18:18:57Z,5043025,16. Portfolio Management
PPl-7_RL0Ko,2015-01-06T18:18:56Z,290350,17. Stochastic Processes II
Z5yRMMVUC5w,2015-01-06T18:18:57Z,264176,18. Itō Calculus
TnS8kI_KuJc,2015-01-06T18:18:57Z,193813,"19. Black-Scholes Formula, Risk-neutral Valuation"
eG_aRPy1KVE,2015-01-06T18:18:56Z,884575,20. Option Price and Probability Duality
qdbkvD4N-us,2015-01-06T18:18:57Z,174399,21. Stochastic Differential Equations
55OXxe_ix2o,2015-01-06T18:18:56Z,186822,23. Quanto Credit Hedging
D2Jn1VrqjWI,2015-01-06T18:18:56Z,79624,24. HJM Model for Interest Rates and Credit
vc5dotshPZc,2015-01-06T18:18:58Z,34421,25. Ross Recovery Theorem
bKmcRfE3I6E,2015-01-06T18:18:58Z,30875,26. Introduction to Counterparty Credit Risk
zvu9SoCyDec,2008-04-28T20:32:31Z,760383,"Session 1 | 21F.223 Listening, Speaking, and Pronunciation"
uiUZ_KkZr8U,2008-04-28T20:31:16Z,140224,"Session 2 | 21F.223 Listening, Speaking, and Pronunciation"
VRMakiEeVJM,2008-04-28T20:26:08Z,88800,"Session 3 | 21F.223 Listening, Speaking, and Pronunciation"
K7jYPfOSmqk,2008-04-28T20:30:03Z,58728,"Session 4 | 21F.223 Listening, Speaking, and Pronunciation"
tEpU7QiRiUk,2008-02-26T20:32:45Z,17975,Lec 1 | MIT 21H.931 Seminar in Historical Methods
qi1iullsY-o,2008-02-26T20:29:43Z,4135,Lec 2 | MIT 21H.931 Seminar in Historical Methods
LFOsw1Vccac,2016-03-16T20:16:58Z,182046,1. Introduction to MIT 21L.011 The Film Experience (2007)
vpJba2qIXjs,2016-03-16T20:16:57Z,47268,2. Keaton (2007)
m4ZuXay_qOo,2016-03-16T20:16:58Z,41535,"3. Chaplin, Part I (2007)"
0jWfHFBLnv0,2016-03-16T20:16:57Z,20919,"4. Chaplin, Part II (2007)"
r67dVaGtBGA,2016-03-16T20:17:00Z,28873,"5. Film as Global & Cultural Form; Montage, Mise en Scène"
BgozyEIGsuc,2016-03-16T20:17:03Z,28995,"6. German Film, Murnau"
NOT1VZrNkMo,2016-03-16T20:17:03Z,21424,7. The Studio Era
ilM34q8F6rY,2016-03-16T20:17:01Z,12701,8. The Work of Movies; Capra & Hawks
vtViG3o2mgg,2016-03-16T20:17:03Z,21653,9. Alfred Hitchcock
xt_0iNlUQ2U,2016-03-16T20:17:01Z,15354,"10. Shadow of a Doubt, Rear Window"
mPCTR32vxWo,2016-03-16T20:16:59Z,9333,11. The Musical
tHttGDNmgKI,2016-03-16T20:16:59Z,6407,12. The Musical (continued)
wAojFJTmsxE,2016-03-16T20:17:00Z,11875,13. The Western
oocw6x_kCQs,2016-03-16T20:17:00Z,7306,14. The Western (continued)
BWLwSqLZd2o,2016-03-16T20:16:58Z,26715,"15. American Film in the 1970s, Part I (2007)"
j-F3Sy1nxPA,2016-03-16T20:16:58Z,6792,"16. American Film in the 1970s, Part II (2007)"
WsEPhUu8kKU,2016-03-16T20:17:04Z,22011,17. Jean Renoir and Poetic Realism
eO3RNUAFtDE,2016-03-16T20:17:00Z,20836,18. Renoir's Grand Illusion (1937)
Fq0mvAbzUrY,2016-03-16T20:16:57Z,23466,"19. Italian Neorealism, Part I (2007)"
HypQZfQPtYk,2016-03-16T20:16:58Z,11841,"20. Italian Neorealism, Part II (2007)"
flAwb1TmOkQ,2016-03-16T20:17:02Z,83546,"21. Truffaut, the Nouvelle Vague, The 400 Blows"
6B8FySbsUsM,2016-03-16T20:16:59Z,59203,22. Kurosawa and Rashomon
lbtrbE_kK_Q,2016-03-16T20:17:00Z,8326,23. Summary Perspectives - Film as Art and Artifact
ySZtBGAaqbM,2012-07-19T21:03:52Z,1318,"Lec 22 | MIT 21L.448J Darwin and Design, Fall 2010"
DRYBVzVb_Fg,2012-07-19T21:03:51Z,5117,"Lec 2 | MIT 21L.448J Darwin and Design, Fall 2010"
G3OmGH1rvGc,2012-07-19T21:03:52Z,4332,"Lec 3 | MIT 21L.448J Darwin and Design, Fall 2010"
h3k4oawOCnw,2012-07-19T21:03:52Z,2585,"Lec 4 | MIT 21L.448J Darwin and Design, Fall 2010"
Y7NWOuTjWVw,2012-07-19T21:03:52Z,2227,"Lec 5 | MIT 21L.448J Darwin and Design, Fall 2010"
sP6ueZ9dJqo,2012-07-19T21:03:52Z,1828,"Lec 6 | MIT 21L.448J Darwin and Design, Fall 2010"
yMjDJdGTCOk,2012-07-19T21:03:52Z,1307,"Lec 7 | MIT 21L.448J Darwin and Design, Fall 2010"
pGTaUcG2Woo,2012-07-19T21:03:51Z,1716,"Lec 8 | MIT 21L.448J Darwin and Design, Fall 2010"
qTmA2LH2vCk,2012-07-19T21:03:51Z,1079,"Lec 9 | MIT 21L.448J Darwin and Design, Fall 2010"
VYOaj9-2CkU,2012-07-19T21:03:51Z,988,"Lec 10 | MIT 21L.448J Darwin and Design, Fall 2010"
kakFvp_WsvI,2012-07-19T21:03:51Z,1182,"Lec 11 | MIT 21L.448J Darwin and Design, Fall 2010"
KS-DHlqHcwo,2012-07-19T21:03:52Z,1089,"Lec 12 | MIT 21L.448J Darwin and Design, Fall 2010"
7iIkKOSlWoI,2012-07-19T21:03:52Z,1241,"Lec 13 | MIT 21L.448J Darwin and Design, Fall 2010"
N6AbhOVLB9s,2012-07-19T21:03:51Z,1139,"Lec 14 | MIT 21L.448J Darwin and Design, Fall 2010"
uyz1UQEu-kk,2012-07-19T21:03:51Z,1053,"Lec 15 | MIT 21L.448J Darwin and Design, Fall 2010"
7eQ4Xt5mAXQ,2012-07-19T21:03:52Z,821,"Lec 16 | MIT 21L.448J Darwin and Design, Fall 2010"
1ItXXlqK6eE,2012-07-19T21:03:52Z,1284,"Lec 17 | MIT 21L.448J Darwin and Design, Fall 2010"
7_N-8cIKjew,2012-07-19T21:03:53Z,3160,"Lec 18 | MIT 21L.448J Darwin and Design, Fall 2010"
NH5DNjFMpWA,2012-07-19T21:03:52Z,952,"Lec 20 | MIT 21L.448J Darwin and Design, Fall 2010"
6rjmzV-Wrvg,2012-07-19T21:03:53Z,2040,"Lec 21 | MIT 21L.448J Darwin and Design, Fall 2010"
7LyvAVjQUR8,2019-09-20T18:58:04Z,329085,1. Radiation History to the Present — Understanding the Discovery of the Neutron
NXrGOd7gdMw,2019-09-20T18:58:04Z,162841,2. Radiation Utilizing Technology
