video_id,publishing_date,view_count,title_on_youtube
rCqMiPk1BJE,2019-08-22T22:17:22Z,25306,"Lecture 8A: Logic Programming, Part 1"
GReBwkGFZcs,2019-08-22T22:17:21Z,6119,"Lecture 8B: Logic Programming, Part 2"
cIc8ZBMcqAc,2019-08-22T22:17:22Z,8540,Lecture 9A: Register Machines
Z8-qWEEwTCk,2019-08-22T22:17:21Z,4165,Lecture 9B: Explicit-control Evaluator
TqO6V3qR9Ws,2019-08-22T22:17:21Z,4496,Lecture 10A: Compilation
AbK4bZhUk48,2019-08-22T22:17:21Z,5900,Lecture 10B: Storage Allocation and Garbage Collection
AfQxyVuLeCs,2008-01-16T21:07:38Z,1006208,"Lec 1 | MIT 6.002 Circuits and Electronics, Spring 2007"
2vHGYdepKLw,2008-01-16T21:01:57Z,380163,"Lec 2 | MIT 6.002 Circuits and Electronics, Spring 2007"
RsJ1eg7XNVs,2008-01-16T21:03:23Z,232493,"Lec 3 | MIT 6.002 Circuits and Electronics, Spring 2007"
4TCnYYpZxEc,2008-01-16T21:04:04Z,192684,"Lec 4 | MIT 6.002 Circuits and Electronics, Spring 2007"
v6vqWasIHaw,2008-01-16T21:43:10Z,136853,"Lec 5 | MIT 6.002 Circuits and Electronics, Spring 2007"
OGtElTMJidE,2008-01-16T21:26:07Z,109514,"Lec 6 | MIT 6.002 Circuits and Electronics, Spring 2007"
JqvKtMNz3RQ,2008-01-16T21:05:03Z,89724,"Lec 7 | MIT 6.002 Circuits and Electronics, Spring 2007"
bEJ0-8pANA4,2008-01-16T21:00:40Z,102609,"Lec 8 | MIT 6.002 Circuits and Electronics, Spring 2007"
Nijya-QJ45Y,2008-01-16T21:05:03Z,107170,"Lec 9 | MIT 6.002 Circuits and Electronics, Spring 2007"
jURSAKBlIZA,2008-01-16T20:56:12Z,60423,"Lec 9B | MIT 6.002 Circuits and Electronics, Spring 2007"
9RqFFlZgf60,2010-09-08T20:16:59Z,87803,"Lec 10 | MIT 6.002 Circuits and Electronics, Spring 2007"
R4KxlqsuZ0A,2008-01-16T20:57:52Z,56643,"Lec 11 | MIT 6.002 Circuits and Electronics, Spring 2007"
COdQmA9g9S8,2008-01-16T20:58:42Z,59605,"Lec 12 | MIT 6.002 Circuits and Electronics, Spring 2007"
TXJIhDHtHSI,2008-01-16T21:03:24Z,61480,"Lec 13 | MIT 6.002 Circuits and Electronics, Spring 2007"
bX8i2yECWaU,2008-01-16T20:55:12Z,54867,"Lec 14 | MIT 6.002 Circuits and Electronics, Spring 2007"
ypX20WnHNQw,2008-01-16T21:06:49Z,54902,"Lec 15 | MIT 6.002 Circuits and Electronics, Spring 2007"
-gRXU-O1FY4,2008-01-16T20:52:53Z,40047,"Lec 15b | MIT 6.002 Circuits and Electronics, Spring 2007"
3GdMaDzIUeQ,2008-01-16T21:01:11Z,44477,"Lec 16 | MIT 6.002 Circuits and Electronics, Spring 2007"
Km9YIdkc2Oo,2008-01-16T21:11:18Z,46518,"Lec 17 | MIT 6.002 Circuits and Electronics, Spring 2007"
WT-qzgaKeGI,2008-01-16T21:00:22Z,79491,"Lec 18 | MIT 6.002 Circuits and Electronics, Spring 2007"
V0z_f7qxLcY,2008-01-16T21:06:14Z,109864,"Lec 19 | MIT 6.002 Circuits and Electronics, Spring 2007"
2SwT6JnfCq8,2008-01-16T20:56:19Z,193918,"Lec 20 | MIT 6.002 Circuits and Electronics, Spring 2007"
ke3SL_R92ys,2008-01-16T21:11:31Z,67392,"Lec 21 | MIT 6.002 Circuits and Electronics, Spring 2007"
wNuBD4PYWvs,2008-01-16T21:01:55Z,47778,"Lec 22 | MIT 6.002 Circuits and Electronics, Spring 2007"
JB2HgohNHYQ,2008-01-16T20:54:33Z,52244,"Lec 23 | MIT 6.002 Circuits and Electronics, Spring 2007"
dyxcCoUgETU,2008-01-16T21:03:52Z,49879,"Lec 25 | MIT 6.002 Circuits and Electronics, Spring 2007"
-FHm2pQmiSM,2013-03-15T11:16:25Z,373228,1. Signals and Systems
Ih4s5IFphCw,2013-03-15T11:16:25Z,119576,2. Discrete-Time (DT) Systems
K3OFb7RlbVE,2013-03-15T11:16:26Z,69614,"3. Feedback, Poles, and Fundamental Modes"
4PlHFcfB8DA,2013-03-15T11:16:26Z,47941,4. Continuous-Time (CT) Systems
iI-ejO9hczw,2013-03-15T11:16:25Z,93814,5. Z Transform
MRy8xxvsZA4,2013-03-15T11:16:26Z,44373,6. Laplace Transform
pqkYqU11ETA,2013-03-15T11:16:25Z,22902,7. Discrete Approximation of Continuous-Time Systems
w1Z2FX8rQc0,2013-03-15T11:16:25Z,52956,8. Convolution
fKaZeD70p8I,2013-03-15T11:16:25Z,45675,9. Frequency Response
TeVSxZgIHAA,2013-03-15T11:16:26Z,18699,10. Feedback and Control
2X7o37pfdp8,2013-03-15T11:16:26Z,21433,11. Continuous-Time (CT) Frequency Response and Bode Plot
5w2BvCPuYY0,2013-03-15T11:16:26Z,12759,"12. Continuous-Time (CT) Feedback and Control, Part 1"
gxgV_oOG7Zc,2013-03-15T11:16:25Z,9266,"13. Continuous-Time (CT) Feedback and Control, Part 2"
ufU6b7OHb8M,2013-03-15T11:16:25Z,27723,14. Fourier Representations
N0CVIoVQkmc,2013-03-15T11:16:26Z,43984,15. Fourier Series
iWZNTM139xQ,2013-03-15T11:16:26Z,94037,16. Fourier Transform
gwa-Rh0u6bs,2013-03-15T11:16:25Z,16906,17. Discrete-Time (DT) Frequency Representations
3D51nqZ-97Q,2013-03-15T11:16:26Z,13633,18. Discrete-Time (DT) Fourier Representations
HDYAbIA-DNY,2013-03-15T11:16:26Z,10834,19. Relations Among Fourier Representations
tp_MdKz3fC8,2013-03-15T11:16:25Z,62249,20. Applications of Fourier Transforms
1El4znkRH0g,2013-03-15T11:16:26Z,45764,21. Sampling
bJvv5SckGeA,2013-03-15T11:16:26Z,27058,22. Sampling and Quantization
OT04cEdpK-M,2013-03-15T11:16:26Z,158943,"23. Modulation, Part 1"
OfMhtibbVXU,2013-03-15T11:16:26Z,32916,"24. Modulation, Part 2"
t2hNMFoIv8w,2013-03-15T11:16:26Z,12717,25. Audio CD
ZA-tUyM_y7s,2021-09-13T16:35:08Z,878165,1. Algorithms and Computation
CHhwJjR0mZA,2021-09-13T16:33:17Z,344365,2. Data Structures and Dynamic Arrays
IPSaG9RRc-k,2021-09-13T16:19:44Z,145387,Introduction to Algorithms - Problem Session 1: Asymptotic Behavior of Functions and Double-ended...
oS9aPzUNG-s,2021-09-13T16:19:45Z,101828,3. Sets and Sorting
Nu8YGneFCWE,2021-09-13T16:19:44Z,260526,4. Hashing
KlQiwkhLBg0,2021-09-13T16:19:44Z,33092,"Problem Session 2 (MIT 6.006 Introduction to Algorithms, Spring 2020)"
yndgIDO0zQQ,2021-09-13T16:19:45Z,42186,5. Linear Sorting
g0bXSXuLVb0,2021-09-13T16:19:44Z,21377,Problem Session 3
76dhtgZt38A,2021-09-13T16:19:44Z,86746,"6. Binary Trees, Part 1"
U1JYwHcFfso,2021-09-13T16:20:05Z,40681,"7. Binary Trees, Part 2: AVL"
MAyraVVYB64,2021-09-13T16:19:44Z,14344,Problem Session 4
Xnpo1atN-Iw,2021-09-13T16:20:05Z,34712,8. Binary Heaps
oFVYVzlvk9c,2021-09-13T16:19:45Z,31429,9. Breadth-First Search
e98MPnMHLxE,2021-09-13T16:19:45Z,11112,Quiz 1 review
IBfWDYSffUU,2021-09-13T16:19:44Z,20518,10. Depth-First Search
5cF5Bgv59Sc,2021-09-13T16:19:45Z,16992,11. Weighted Shortest Paths
ZLdooNwP7Pw,2021-09-13T16:19:45Z,8484,Problem Session 5
f9cVS_URPc0,2021-09-13T16:20:05Z,14784,12. Bellman-Ford
kshe8d8rxHo,2021-09-13T16:19:44Z,6879,Problem Session 6
NSHizBK9JD8,2021-09-13T16:19:44Z,16405,13. Dijkstra
WO6vQJ6Rhm8,2021-09-13T16:19:45Z,6389,Problem Session 7
EmSmaW-ud6A,2021-09-13T16:19:44Z,8543,14. APSP and Johnson
vCIa2h1C9UQ,2021-09-13T16:19:44Z,3974,Quiz 2 Review
r4-cftqTcdI,2021-09-13T16:19:44Z,55778,"15. Dynamic Programming, Part 1: SRTBOT, Fib, DAGs, Bowling"
KLBCUx1is2c,2021-09-13T16:19:45Z,31262,"16. Dynamic Programming, Part 2: LCS, LIS, Coins"
l_A-ig1n8CM,2021-09-13T16:19:48Z,8294,Problem Session 8
TDo3r5M1LNo,2021-09-13T16:19:45Z,16544,"17. Dynamic Programming, Part 3: APSP, Parens, Piano"
i9OAOk0CUQE,2021-09-13T16:19:44Z,15895,"18. Dynamic Programming, Part 4: Rods, Subset Sum, Pseudopolynomial"
JbafQJx1CIA,2021-09-13T16:19:45Z,17377,19. Complexity
wEKFGdo4Sck,2021-09-13T16:19:44Z,5092,Quiz 3 Review
2NMtS1ecb3o,2021-09-13T16:19:44Z,6655,20. Course Review
4nXw-f6NJ9s,2021-09-13T16:20:05Z,29033,21. Algorithms—Next Steps
HtSuA80QTyo,2013-01-14T20:26:48Z,5102611,"Lecture 1: Algorithmic Thinking, Peak Finding"
Zc54gFhdpLA,2013-01-14T20:26:48Z,823006,"Lecture 2: Models of Computation, Document Distance"
Kg4bqzAqRBM,2013-01-14T20:26:48Z,792261,"Lecture 3: Insertion Sort, Merge Sort"
B7hVxCmfPtM,2013-01-14T20:26:48Z,817943,Lecture 4: Heaps and Heap Sort
9Jry5-82I68,2013-01-14T20:26:48Z,586499,"Lecture 5: Binary Search Trees, BST Sort"
FNeL18KsWPc,2013-01-14T20:26:48Z,638367,"Lecture 6: AVL Trees, AVL Sort"
Nz1KZXbghj8,2013-01-14T20:26:48Z,380444,"Lecture 7: Counting Sort, Radix Sort, Lower Bounds for Sorting"
0M_kIqhwbFo,2013-01-14T20:26:39Z,569027,Lecture 8: Hashing with Chaining
BRO7mVIFt08,2013-01-14T20:26:48Z,223389,"Lecture 9: Table Doubling, Karp-Rabin"
rvdJDijO2Ro,2013-01-14T20:26:39Z,153790,"Lecture 10: Open Addressing, Cryptographic Hashing"
eCaXlAaN2uE,2013-01-14T20:26:48Z,143589,"Lecture 11: Integer Arithmetic, Karatsuba Multiplication"
2YeJ-5UAke8,2013-01-14T20:26:48Z,94722,"Lecture 12: Square Roots, Newton's Method"
s-CYnVz-uh4,2013-01-14T20:26:39Z,672722,Lecture 13: Breadth-First Search (BFS)
AfSk24UTFS8,2013-01-14T20:26:48Z,422793,"Lecture 14: Depth-First Search (DFS), Topological Sort"
Aa2sqUhIn-E,2013-01-14T20:26:48Z,229416,Lecture 15: Single-Source Shortest Paths Problem
2E7MmKv0Y24,2013-01-14T20:26:48Z,285068,Lecture 16: Dijkstra
ozsuci5pIso,2013-01-14T20:26:39Z,181690,Lecture 17: Bellman-Ford
CHvQ3q_gJ7E,2013-01-14T20:26:48Z,99253,Lecture 18: Speeding up Dijkstra
OQ5jsbhAv_M,2013-01-14T20:26:48Z,2721213,"Lecture 19: Dynamic Programming I: Fibonacci, Shortest Paths"
ENyox7kNKeY,2013-01-14T20:26:39Z,513473,"Lecture 20: Dynamic Programming II: Text Justification, Blackjack"
ocZMDMZwhCY,2013-01-14T20:26:39Z,334811,"Lecture 21: Dynamic Programming III: Parenthesization, Edit Distance, Knapsack"
tp4_UXaVyx8,2013-01-14T20:26:39Z,165728,"Lecture 22: Dynamic Programming IV: Guitar Fingering, Tetris, Super Mario Bros."
moPtwq_cVH8,2013-01-14T20:26:48Z,502804,Lecture 23: Computational Complexity
hkAONP0aC9w,2013-01-14T20:26:39Z,39720,Recitation 24: Final Exam Review
BtaVq2g17G0,2014-03-18T14:30:47Z,53775,1. Overview: information and entropy
WafWLM41pQ0,2014-03-18T14:30:52Z,14836,2. Compression: Huffman and LZW
HkmAT9eVYSo,2014-03-18T14:30:58Z,6876,"3. Errors, channel codes"
5YyUArlg8Sg,2014-03-18T14:31:04Z,12506,"4. Linear block codes, parity relations"
jNzdhBVU620,2014-03-18T14:31:10Z,8480,"5. Error correction, syndrome decoding"
ytGmd25_10k,2014-03-18T14:31:18Z,9599,6. Convolutional codes
POetF9rX7Zw,2014-03-18T14:31:25Z,37847,7. Viterbi decoding
JJdzY3OTzEg,2014-03-18T14:31:30Z,8698,8. Noise
RG3CkwIDYfI,2014-03-18T14:31:36Z,3576,9. Transmitting on a physical channel
gF9Q0wNGENc,2014-03-18T14:31:42Z,6809,10. Linear time-invariant (LTI) systems
fQcJNoe-q-s,2014-03-18T14:30:41Z,3848,11. LTI channel and intersymbol interference
jQM_gpIXBFs,2014-03-18T14:30:35Z,2098,12. Filters and composition
Te1qKOJd8aw,2014-03-18T14:30:28Z,3865,13. Frequency response of LTI systems
U1sAeMwdm6A,2014-03-18T14:30:22Z,3279,14. Spectral representation of signals
7kpuZgm-3GY,2014-03-18T14:30:16Z,8866,15. Modulation/demodulation
QfaGCnfWpus,2014-03-18T14:30:10Z,2557,16. More on modulation/demodulation
9HCUnJB9ovk,2014-03-18T14:30:03Z,9555,17. Packet switching
y02p8znNAKk,2014-03-18T14:29:56Z,17819,18. MAC protocols
2QxgN2ugcMY,2014-03-18T14:29:49Z,6348,19. Network routing (without failures)
EG6PPYma050,2014-03-18T14:29:43Z,3176,20. Network routing (with failures)
qpYjftJbGYI,2014-03-18T14:29:32Z,4399,21. Reliable transport
xa38Q2_pnlQ,2014-03-18T14:29:24Z,5023,"22. Sliding window analysis, Little's law"
oIezCGjxV3A,2014-03-18T14:29:15Z,41698,23. A brief history of the Internet
RN4gSBTANUY,2014-03-18T14:29:07Z,6545,"24.  History of the Internet cont'd, course summary"
TjZBTDzGeGg,2014-01-10T19:40:27Z,1642156,1. Introduction and Scope
PNKj529yY5c,2014-01-10T19:40:19Z,456428,2. Reasoning: Goal Trees and Problem Solving
leXa7EKUPFk,2014-01-10T19:39:57Z,288102,3. Reasoning: Goal Trees and Rule-Based Expert Systems
j1H3jAAGlEA,2014-01-10T19:41:05Z,307736,"4. Search: Depth-First, Hill Climbing, Beam"
gGQ-vAmdAOI,2014-01-10T19:38:06Z,235008,"5. Search: Optimal, Branch and Bound, A*"
STjW3eH0Cik,2014-01-10T19:37:13Z,416579,"6. Search: Games, Minimax, and Alpha-Beta"
l-tzjenXrvI,2014-01-10T19:40:04Z,125674,7. Constraints: Interpreting Line Drawings
dARl_gGrS4o,2021-04-23T20:35:50Z,24461,"8. Constraints: Search, Domain Reduction"
gvmfbePC2pc,2014-01-10T19:39:45Z,134026,9. Constraints: Visual Object Recognition
09mb78oiPkA,2014-01-10T19:41:00Z,249941,"10. Introduction to Learning, Nearest Neighbors"
SXBG3RGr_Rc,2014-01-10T19:40:14Z,112232,"11. Learning: Identification Trees, Disorder"
uXt8qF2Zzfo,2016-04-20T16:15:49Z,500922,12a: Neural Nets
VrMHA3yX_QI,2016-04-20T16:15:27Z,173374,12b: Deep Neural Nets
kHyNqSnzP8Y,2014-01-10T19:40:36Z,490515,13. Learning: Genetic Algorithms
L73hY1pBcQI,2014-01-10T19:40:31Z,76053,"14. Learning: Sparse Spaces, Phonology"
sh3EPjhhd40,2014-01-10T19:39:26Z,66021,"15. Learning: Near Misses, Felicity Conditions"
_PwhiWxHK8o,2014-01-10T19:37:31Z,1841005,16. Learning: Support Vector Machines
UHBmv7qCey4,2014-01-10T19:38:12Z,297075,17. Learning: Boosting
bQI0OmJPby4,2014-01-10T19:40:41Z,52912,"18. Representations: Classes, Trajectories, Transitions"
PimSbFGrwXM,2014-01-10T19:40:56Z,55960,"19. Architectures: GPS, SOAR, Subsumption, Society of Mind"
A6Ud6oUCRak,2014-01-10T19:39:35Z,85973,21. Probabilistic Inference I
EC6bf8JCpDQ,2014-01-10T19:39:50Z,50381,22. Probabilistic Inference II
XPEJg_6Cg6o,2014-01-10T19:41:15Z,38400,"23. Model Merging, Cross-Modal Coupling, Course Summary"
j9WZyLZCBzs,2012-11-09T19:49:13Z,1121399,1. Probability Models and Axioms
TluTv5V0RmE,2012-11-09T19:49:13Z,351033,2. Conditioning and Bayes' Rule
19Ql_Q3l0GA,2012-11-09T19:49:13Z,184657,3. Independence
6oV3pKLgW2I,2012-11-09T19:49:13Z,200708,4. Counting
3MOahpLxj6A,2012-11-09T19:49:13Z,244233,5. Discrete Random Variables I
-qCEoqpwjf4,2012-11-09T19:49:13Z,148522,6. Discrete Random Variables II
EObHWIEKGjA,2012-11-09T19:49:13Z,114725,7. Discrete Random Variables III
mHfn_7ym6to,2012-11-09T19:49:12Z,140753,8. Continuous Random Variables
CadZXGNauY0,2012-11-09T19:49:12Z,99242,9. Multiple Continuous Random Variables
H_k1w3cfny8,2012-11-09T19:49:12Z,92188,10. Continuous Bayes' Rule; Derived Distributions
l4NoMKEHQwM,2012-11-09T19:49:12Z,69209,11. Derived Distributions (ctd.); Covariance
P7a4bjE6Crk,2012-11-09T19:49:13Z,64039,12. Iterated Expectations
gMTiAeE0NCw,2012-11-09T19:49:13Z,97490,13. Bernoulli Process
jsqSScywvMc,2012-11-09T19:49:14Z,136841,14. Poisson Process I
XsYXACeIklU,2012-11-09T19:49:12Z,64224,15. Poisson Process II
IkbkEtOOC1Y,2012-11-09T19:49:12Z,317744,16. Markov Chains I
ZulMqrvP-Pk,2012-11-09T19:49:12Z,101760,17. Markov Chains II
HIMxdWDLEK8,2012-11-09T19:49:14Z,75413,18. Markov Chains III
3eiio3Tw7UQ,2012-11-09T19:49:12Z,71861,19. Weak Law of Large Numbers
Tx7zzD4aeiA,2012-11-09T19:49:12Z,75942,20. Central Limit Theorem
1jDBM9UM9xk,2012-11-09T19:49:14Z,163698,21. Bayesian Statistical Inference I
XtNXQJkgkhI,2012-11-09T19:49:14Z,54881,22. Bayesian Statistical Inference II
4UJc0S8APm4,2012-11-09T19:49:14Z,65102,23. Classical Statistical Inference I
tBUHRpFZy0s,2012-11-09T19:49:13Z,31323,24. Classical Inference II
rYefUsYuEp0,2012-11-09T19:49:12Z,42985,25. Classical Inference III
L3LMbpZIKhQ,2012-12-31T14:19:36Z,2267487,"Lec 1 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
z8HKWUWS-lA,2012-12-31T14:19:35Z,626038,"Lec 2 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
NuGDkmwEObM,2012-12-31T14:19:35Z,334666,"Lec 3 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
NuY7szYSXSw,2012-12-31T14:19:35Z,307849,"Lec 4 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
XX7ePR21Ook,2012-12-31T14:19:35Z,170075,"Lec 5 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
h9wxtqoa1jY,2012-12-31T14:19:35Z,343940,"Lec 6 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
5RSMLgy06Ew,2012-12-31T14:19:36Z,172320,"Lec 7 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
GJpt_3ie4WU,2012-12-31T14:19:35Z,137115,"Lec 8 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
bTyxpoi2dmM,2012-12-31T14:19:35Z,106829,"Lec 9 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
DOIp5D7VMS4,2012-12-31T14:19:35Z,93205,"Lec 10 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
1nScXLQAQ9A,2012-12-31T14:19:36Z,86398,"Lec 11 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
fAeShezAGLE,2012-12-31T14:19:35Z,85711,"Lec 12 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
X9eErxRjQEI,2012-12-31T14:19:36Z,76973,"Lec 13 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
Kqf0uO0oV6s,2012-12-31T14:19:36Z,85435,"Lec 14 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
TWBB-JlmYUc,2012-12-31T14:19:36Z,77169,"Lec 15 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
pNt5Ll6hGqo,2012-12-31T14:19:36Z,66511,"Lec 16 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
09yIb3VHhMI,2012-12-31T14:19:36Z,57135,"Lec 17 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
SmFwFdESMHI,2012-12-31T14:19:35Z,82549,"Lec 18 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
E6FbvM-FGZ8,2012-12-31T14:19:36Z,61939,"Lec 19 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
l1BCv3qqW4A,2012-12-31T14:19:35Z,53847,"Lec 20 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
MOfhhFaQdjw,2012-12-31T14:19:36Z,55051,"Lec 21 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
gGlMSe7uEkA,2012-12-31T14:19:35Z,53252,"Lec 22 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
oI9fMUqgfxY,2012-12-31T14:19:35Z,51830,"Lec 23 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
q4mwO2qS2z4,2012-12-31T14:19:35Z,59852,"Lec 24 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
56iFMY8QW2k,2012-12-31T14:19:36Z,68117,"Lec 25 | MIT 6.042J Mathematics for Computer Science, Fall 2010"
JPyuH4qXLZ0,2009-01-07T18:05:09Z,1414121,"Lec 1 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
whjt_N9uYFI,2009-01-07T18:01:07Z,397176,"Lec 2 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
-EQTVuAhSFY,2009-01-07T17:54:07Z,175184,"Lec 3 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
vK_q-C-kXhs,2009-01-07T18:19:16Z,148959,"Lec 4 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
0VqawRl3Xzs,2009-01-07T18:20:03Z,104929,"Lec 5 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
mR_RUjsJnV8,2009-01-07T18:40:40Z,84564,"Lec 6 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
JZHBa-rLrBA,2009-01-07T20:13:29Z,108525,"Lec 7 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
s7QSM_hlS1U,2009-01-07T20:25:19Z,56969,"Lec 8 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
vgELyZ9LXX4,2009-01-07T20:22:41Z,53781,"Lec 9 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
O3hI9FdxFOM,2009-01-07T20:18:01Z,93320,"Lec 10 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
RHyGlha7bjE,2009-01-07T20:12:37Z,48648,"Lec 11 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
kBwUoWpeH_Q,2009-01-07T20:35:53Z,74028,"Lec 12 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
qh5lSHCBiRs,2009-01-07T20:13:17Z,42177,"Lec 13 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
2RxCCEHlEys,2009-01-07T19:46:01Z,34996,"Lec 14 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
V5hZoJ6uK-s,2009-01-07T19:14:52Z,152595,"Lec 15 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
FPEMBWg_WlY,2009-01-07T19:54:29Z,81944,"Lec 16 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
xhG2DyCX3uA,2009-01-07T19:32:17Z,118877,"Lec 17 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
Ttezuzs39nk,2009-01-07T19:27:48Z,103147,"Lec 18 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
Sygq1e0xWnM,2009-01-07T19:58:53Z,64407,"Lec 19 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
PYvJmLKhM-Y,2009-01-07T20:19:34Z,39100,"Lec 22 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
F0VsQWWVWU4,2009-01-07T20:40:29Z,23326,"Lec 23 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
cJOHERGcGm4,2009-01-07T20:43:39Z,26806,"Lec 24 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
zjUDy6a5vx4,2009-01-07T20:46:53Z,25874,"Lec 25 | MIT 6.046J / 18.410J Introduction to Algorithms (SMA 5503), Fall 2005"
2P-yW7LQr08,2016-03-04T22:12:31Z,531241,"1. Course Overview, Interval Scheduling"
EzeYI7p9MjU,2016-03-04T22:12:28Z,174688,"2. Divide & Conquer: Convex Hull, Median Finding"
iTMn0Kt18tg,2016-03-04T22:12:32Z,273942,3. Divide & Conquer: FFT
hmReJCupbNU,2016-03-04T22:12:31Z,66353,4. Divide & Conquer: van Emde Boas Trees
3MpzavN3Mco,2016-03-04T22:13:38Z,106858,5. Amortization: Amortized Analysis
cNB2lADK3_s,2016-03-04T22:12:34Z,54397,"6. Randomization: Matrix Multiply, Quicksort"
2g9OSRKJuzM,2016-03-04T22:12:28Z,76445,7. Randomization: Skip Lists
z0lJ2k0sl1g,2016-03-04T22:13:36Z,77607,8. Randomization: Universal & Perfect Hashing
xVka6z1hu-I,2016-03-04T22:13:36Z,55426,9. Augmentation: Range Trees
Tw1k46ywN6E,2016-03-04T22:12:31Z,104150,10. Dynamic Programming: Advanced DP
NzgFUwOaoIw,2016-03-04T22:13:37Z,96473,11. Dynamic Programming: All-Pairs Shortest Paths
tKwnms5iRBU,2016-03-04T22:12:32Z,195594,12. Greedy Algorithms: Minimum Spanning Tree
VYZGlgzr_As,2016-03-04T22:12:31Z,132430,"13. Incremental Improvement: Max Flow, Min Cut"
8C_T4iTzPCU,2016-03-04T22:12:29Z,45916,14. Incremental Improvement: Matching
WwMz2fJwUCg,2016-03-04T22:12:30Z,164262,"15. Linear Programming: LP, reductions, Simplex"
eHZifpgyH_4,2016-06-13T19:31:33Z,309248,"16. Complexity: P, NP, NP-completeness, Reductions"
MEz1J9wY2iM,2016-03-04T22:13:37Z,67660,17. Complexity: Approximation Algorithms
4q-jmGrmxKs,2016-06-13T19:30:32Z,30024,18. Complexity: Fixed-Parameter Algorithms
mUBmcbbJNf4,2016-03-04T22:13:37Z,25584,19. Synchronous Distributed Algorithms: Symmetry-Breaking. Shortest-Paths Spanning Trees
EQjwWn-WrdI,2021-07-31T11:12:39Z,55643,20. Asynchronous Distributed Algorithms: Shortest-Paths Spanning Trees
KqqOXndnvic,2016-03-04T22:12:32Z,163681,21. Cryptography: Hash Functions
9TNI2wHmaeI,2016-03-04T22:12:33Z,52336,22. Cryptography: Encryption
CSqbjfCCLrU,2016-12-06T23:54:17Z,19542,23. Cache-Oblivious Algorithms: Medians & Matrices
C6EWVBNCxsc,2016-03-04T22:12:28Z,16089,24. Cache-Oblivious Algorithms: Searching & Sorting
o7h_sYMk_oc,2021-10-06T13:16:16Z,146489,1. Introduction and Matrix Multiplication
H-1-X9bkop8,2019-09-23T17:41:42Z,55708,2. Bentley Rules for Optimizing Work
ZusiKXcz_ac,2019-09-23T17:41:42Z,51625,3. Bit Hacks
L1ung0wil9Y,2019-09-23T17:41:42Z,604916,4. Assembly Language & Computer Architecture
wt7a5BOztuM,2019-09-23T17:41:42Z,287278,5. C to Assembly
dx98pqJvZVk,2019-09-23T17:41:42Z,124779,6. Multicore Programming
