course_id,video_number,video_id,mit_video_title,title_on_youtube,publishing_date,view_count,expected_views
94,3.0,k7DskqekDZk,"LECTURE 3: QUANTUM DESCRIPTION OF LIGHT, PART 1","3. Quantum description of light, Part 1",2014-07-11 19:32:41+00:00,26362,22586.700142913785
94,4.0,r6OUO3an7-0,"LECTURE 3: QUANTUM DESCRIPTION OF LIGHT, PART 2","3. Quantum description of light, Part 2",2014-07-11 19:32:32+00:00,8476,24736.104657450906
94,5.0,QE-9hHvOles,"LECTURE 4: NON-CLASSICAL LIGHT, SQUEEZING, PART 1","4. Non-classical light, squeezing, Part 1",2014-07-11 19:32:21+00:00,21260,8436.366319941868
94,6.0,zfBXJQ-i6p8,"LECTURE 4: NON-CLASSICAL LIGHT, SQUEEZING, PART 2","4. Non-classical light, squeezing, Part 2",2014-07-11 19:32:15+00:00,8530,10697.469636282658
94,7.0,TJUXTASd0g0,"LECTURE 5: SINGLE PHOTONS, PART 1","5. Single photons, Part 1",2014-07-11 19:32:08+00:00,17811,8974.194301632655
94,8.0,sYS3OCiLDzA,"LECTURE 5: SINGLE PHOTONS, PART 2","5. Single photons, Part 2",2014-07-11 19:32:03+00:00,4822,7982.0081014023235
94,9.0,8NiJSP-iE74,LECTURE 6: ENTANGLED STATES,6. Entangled states,2014-07-11 19:31:58+00:00,7343,7980.265358439396
94,10.0,hmAp4ASxmKs,"LECTURE 7: METROLOGY, SHOT NOISE AND HEISENBERG LIMIT, PART 1","7. Metrology, shot noise and Heisenberg limit, Part 1",2014-07-11 19:31:45+00:00,8094,5048.825529473762
94,11.0,A75xAGO3ZEY,"LECTURE 7: METROLOGY, SHOT NOISE AND HEISENBERG LIMIT, PART 2","7. Metrology, shot noise and Heisenberg limit, Part 2",2014-07-11 19:31:40+00:00,3490,8340.100159417341
94,12.0,Ef1eG33K_V0,LECTURE 8: G(2) FOR ATOMS AND LIGHT,8. g(2) for atoms and light,2014-07-11 19:31:35+00:00,5694,3599.3780725136844
94,13.0,D7APJXFJsbc,LECTURE 9: DIAGRAMS FOR LIGHT-ATOM INTERACTIONS,9. Diagrams for light-atom interactions,2014-07-11 19:31:31+00:00,2929,5264.010871922712
94,14.0,RjcU0OydPcE,LECTURE 10: VAN DER WAALS AND CASIMIR INTERACTIONS,10. van der Waals and Casimir interactions,2014-07-11 19:31:27+00:00,5039,4747.114729869729
94,15.0,q5iBqycJuqU,LECTURE 11: CASIMIR FORCE,11. Casimir force,2014-07-11 19:31:22+00:00,5782,5329.368153388488
94,16.0,ZEmvTidO7k4,LECTURE 12: RESONANT INTERACTIONS,12. Resonant interactions,2014-07-11 19:31:16+00:00,4693,5288.228859087038
94,17.0,RITcQMokTJs,LECTURE 13: DERIVATION OF OPTICAL BLOCH EQUATIONS,13. Derivation of optical Bloch equations,2014-07-11 19:31:11+00:00,11391,6246.266251869621
94,18.0,T1KLrKvCGbA,"LECTURE 14: SOLUTIONS OF OPTICAL BLOCH EQUATIONS, PART 1","14. Solutions of optical Bloch equations, Part 1",2014-07-11 19:31:07+00:00,5481,6147.865694148446
94,19.0,O92M9n8uIGY,"LECTURE 14: SOLUTIONS OF OPTICAL BLOCH EQUATIONS, PART 2","14. Solutions of optical Bloch equations, Part 2",2014-07-11 19:31:03+00:00,2953,5593.847177489438
94,20.0,vFmdogFFcko,LECTURE 15: UNRAVELING OPEN SYSTEM QUANTUM DYNAMICS,15. Unraveling Open System Quantum Dynamics,2014-07-11 19:30:55+00:00,9639,3992.069736267622
94,21.0,vyDnTx4gTis,"LECTURE 16: LIGHT FORCES, PART 1","16. Light forces, Part 1",2014-07-11 19:30:48+00:00,3266,9726.909973073523
94,22.0,r_fWDSikuNQ,"LECTURE 16: LIGHT FORCES, PART 2","16. Light forces, Part 2",2014-07-11 19:30:34+00:00,2254,5485.9839541134825
94,23.0,k0X7iSaPM38,"LECTURE 17: DRESSED ATOM, PART 1","17. Dressed atom, Part 1",2014-07-11 19:30:26+00:00,4056,3212.672045092656
94,24.0,j8Wg9c9aWV8,"LECTURE 17: DRESSED ATOM, PART 2","17. Dressed atom, Part 2",2014-07-11 19:30:21+00:00,2193,4378.449614308215
94,25.0,FU3P-vnGSZ0,LECTURE 18: TECHNIQUES FOR ULTRALOW TEMPERATURES,18. Techniques for ultralow temperatures,2014-07-11 19:27:04+00:00,4539,4081.7608749693864
94,26.0,Ih01TfuEfqU,LECTURE19: BOSE GASES,19. Bose gases,2014-07-11 19:26:57+00:00,9980,2833.3760248849035
94,27.0,O_zjGYvP4Ps,"LECTURE 20: FERMI GASES, BEC-BCS CROSSOVER","20. Fermi gases, BEC-BCS crossover",2014-07-11 19:26:50+00:00,13469,5173.254006599504
94,28.0,lJOuPmI--5c,LECTURE 21: ION TRAPPING AND QUANTUM GATES,21. Ion trapping and quantum gates,2014-07-11 19:26:44+00:00,21070,10308.8490231173
95,2.0,lLY1u2aghIQ,"INPUT FUNCTION, MICHAELIS-MENTEN KINETICS, AND COOPERATIVITY","Input Function, Michaelis-Menten kinetics, and Cooperativity",2015-07-28 17:37:17+00:00,24896,15380.49665649757
95,3.0,sJ7p2AuOYlA,"AUTOREGULATION, FEEDBACK AND BISTABILITY","Autoregulation, Feedback and Bistability",2015-07-28 17:37:19+00:00,10795,13747.104700130149
95,4.0,hfq1T9windg,SYNTHETIC BIOLOGY AND STABILITY ANALYSIS IN THE TOGGLE SWITCH,Synthetic Biology and Stability Analysis in the Toggle Switch,2015-07-28 17:37:21+00:00,11440,14493.747398011905
95,5.0,xNNxlsY-F-s,OSCILLATORY GENETIC NETWORKS,Oscillatory Genetic Networks,2015-07-28 17:37:20+00:00,9949,9718.022364846782
95,6.0,NnDqJhtUqjw,GRAPH PROPERTIES OF TRANSCRIPTION NETWORKS,Graph Properties of Transcription Networks,2015-07-28 17:37:20+00:00,5114,12079.211130427924
95,7.0,zJTVMkGe8-8,FEED-FORWARD LOOP NETWORK MOTIF,Feed-forward Loop Network Motif,2015-07-28 17:37:20+00:00,5558,10579.278755125253
95,8.0,dP4NQIpUH6w,INTRODUCTION TO STOCHASTIC GENE EXPRESSION,Introduction to Stochastic Gene Expression,2015-07-28 17:37:18+00:00,10031,5460.196204916106
95,9.0,03bVGr-vYHQ,CAUSES AND CONSEQUENCES OF STOCHASTIC GENE EXPRESSION,Causes and Consequences of Stochastic Gene Expression,2015-07-28 17:37:20+00:00,4966,5683.507035637758
95,10.0,EXBO08-78IU,STOCHASTIC MODELING,Stochastic Modeling,2015-07-28 17:37:17+00:00,60209,6308.82099207217
95,11.0,TuXFwKrWQg8,LIFE AT LOW REYNOLDS NUMBER,Life at Low Reynolds Number,2015-07-28 17:37:21+00:00,16002,14057.676110100145
95,12.0,cT855rpX8bc,ROBUSTNESS AND BACTERIAL CHEMOTAXIS,Robustness and Bacterial Chemotaxis,2015-07-28 17:37:19+00:00,5948,12679.278495093826
95,13.0,onL_UF4FLVM,ROBUSTNESS IN DEVELOPMENT AND PATTERN FORMATION,Robustness in Development and Pattern Formation,2015-07-28 17:37:18+00:00,5510,6657.958032081192
95,14.0,9yGxpWVWYDY,MICROBIAL EVOLUTION EXPERIMENTS AND OPTIMAL GENE CIRCUIT DESIGN,Microbial Evolution Experiments and Optimal Gene Circuit Design,2015-07-28 17:37:19+00:00,5633,6289.955378234089
95,15.0,KLrPm-BEEOI,EVOLUTION IN FINITE POPULATIONS,Evolution in Finite Populations,2015-07-28 17:37:20+00:00,6224,5244.448894889229
95,16.0,6PxncdxIXNE,CLONAL INTERFERENCE AND THE DISTRIBUTION OF BENEFICIAL MUTATIONS,Clonal Interference and the Distribution of Beneficial Mutations,2015-07-28 17:37:21+00:00,2727,6963.9866799576075
95,17.0,EFXjKHdbi6A,FITNESS LANDSCAPES AND SEQUENCE SPACES,Fitness Landscapes and Sequence Spaces,2015-07-28 17:37:21+00:00,5186,6391.313708037093
95,18.0,a8Fbmj4nIxY,EVOLUTIONARY GAMES,Evolutionary Games,2015-07-28 17:37:18+00:00,14399,4818.379314870573
95,19.0,BJXCf6pFrhA,SURVIVAL IN FLUCTUATING ENVIRONMENTS,Survival in Fluctuating Environments,2015-07-28 17:37:21+00:00,3123,5624.863938308807
95,20.0,Cn5K8R8cEiI,"PARASITES, THE EVOLUTION OF VIRULENCE AND SEX","Parasites, the Evolution of Virulence and Sex",2015-07-28 17:37:18+00:00,5417,8521.006509365217
95,21.0,WTesORG5H-A,INTERSPECIES INTERACTIONS,Interspecies Interactions,2015-07-28 17:37:18+00:00,4779,5098.146678266442
95,22.0,lC3XSwQ62iw,"ECOSYSTEM STABILITY, CRITICAL TRANSITIONS, AND BIODIVERSITY","Ecosystem Stability, Critical Transitions, and Biodiversity",2015-07-28 17:37:21+00:00,15693,5579.257546662701
95,23.0,3eIzIJ6QncY,DYNAMICS OF POPULATIONS IN SPACE,Dynamics of Populations in Space,2015-07-28 17:37:19+00:00,3463,4619.090549316247
95,24.0,m41DWardioc,THE NEUTRAL THEORY OF ECOLOGY,The Neutral Theory of Ecology,2015-07-28 17:37:18+00:00,27457,5730.619872739123
97,2.0,WVOIk8en6YE,LECTURE 2: CLASSICAL BLACK HOLE GEOMETRY,2. Classical Black Hole Geometry,2016-03-02 21:23:43+00:00,23602,31989.095243398744
97,3.0,LTEtH1gzwoE,LECTURE 3: CAUSAL STRUCTURE OF A BLACK HOLE AND BLACK HOLE TEMPERATURE,3. Causal Structure of a Black Hole and Black Hole Temperature,2016-03-02 21:23:45+00:00,13300,14736.615502958637
97,4.0,gLYwLyeE8oU,LECTURE 4: PHYSICAL INTERPRETATION OF BLACK HOLE TEMPERATURE,4. Physical Interpretation of Black Hole Temperature,2016-03-02 21:23:46+00:00,9744,12645.056332915881
97,5.0,hIvrYfwUyZQ,LECTURE 5: BLACK HOLE THERMODYNAMICS,5. Black Hole Thermodynamics,2016-03-02 21:23:45+00:00,13791,9512.965620581203
97,6.0,1pkoBetgo7s,LECTURE 6: HOLOGRAPHIC PRINCIPLE,6. Holographic Principle,2016-03-02 21:23:46+00:00,19171,7073.900615064589
97,7.0,14_8tzAd1rA,LECTURE 7: STRUCTURE OF LARGE-N EXPANSION,7. Structure of Large N Expansion,2016-03-02 21:23:46+00:00,6557,11646.833777493703
97,8.0,LoIXB2GJHkg,"LECTURE 8: LARGE-N EXPANSION AS A STRING THEORY, PART I","8. Large N Expansion as a String Theory, Part I",2016-03-02 21:23:45+00:00,5618,5885.259073501739
97,9.0,M_8UajiNlDg,"LECTURE 9: LARGE-N EXPANSION AS A STRING THEORY, PART II","9. Large N Expansion as a String Theory, Part II",2016-03-02 21:23:44+00:00,4514,8351.824634844195
97,10.0,owhNn20aZo8,LECTURE 10: BASICS OF STRING THEORY AND LIGHT-CONE GAUGE,10. Basics of String Theory and Light-cone Gauge,2016-03-02 21:23:44+00:00,8137,6662.098214840506
97,11.0,jhyWwA_bJ5A,LECTURE 11: STRING THEORY IN THE LIGHT-CONE GAUGE,11. String Theory in the Light-cone Gauge,2016-03-02 21:23:48+00:00,6093,4830.744858955172
97,12.0,Wcy-zCt8llk,LECTURE 12: STRING SPECTRUM AND GRAVITON,12. String Spectrum and Graviton,2016-03-02 21:23:44+00:00,6796,5929.939518234757
97,13.0,iPWIqjYkVns,"LECTURE 13: PHYSICS OF D-BRANES, PART I","13. Physics of D-branes, Part I",2016-03-02 21:23:47+00:00,11520,5180.034918395677
97,14.0,k6HCdJ9lKho,"LECTURE 14: PHYSICS OF D-BRANES, PART II","14. Physics of D-branes, Part II",2016-03-02 21:23:45+00:00,5240,7076.812422639538
97,15.0,-mrxN8XcQOQ,"LECTURE 15: PHYSICS OF D-BRANES, PART III","15. Physics of D-branes, Part III",2016-03-02 21:23:45+00:00,3994,8054.936801347574
97,16.0,1LEYgS8Wzsk,LECTURE 16: GEOMETRY OF D-BRANES AND ADS / CFT CONJECTURE,16. Geometry of D-branes and AdS / CFT Conjecture,2016-03-02 21:23:47+00:00,7491,4719.265013311
97,17.0,0fChZwU1zEc,LECTURE 17: MORE ON ADS / CFT DUALITY,17. More on AdS / CFT Duality,2016-03-02 21:23:44+00:00,5932,5103.80952745607
97,18.0,nW4vp_upvmE,LECTURE 18: GENERAL ASPECTS OF THE DUALITY,18. General Aspects of the Duality,2016-03-02 21:23:43+00:00,3477,5381.608646117291
97,19.0,eGPpz9kYUCg,LECTURE 19: MASS-DIMENSION RELATION,19. Mass-dimension Relation,2016-03-02 21:23:48+00:00,3682,4479.14988758691
97,20.0,1OGZCt58GLc,LECTURE 20: EUCLIDEAN CORRELATION FUNCTIONS: TWO-POINT FUNCTIONS,20. Euclidean Correlation Functions: Two-point Functions,2016-03-02 21:23:46+00:00,6051,3366.5847419105417
97,21.0,oXsC9bjMJA4,LECTURE 21: EUCLIDEAN CORRELATION FUNCTIONS: HIGHER-POINT FUNCTIONS,21. Euclidean Correlation Functions: Higher-point Functions,2016-03-02 21:23:47+00:00,2494,5035.439950124168
97,22.0,WPuDh61Lkpg,LECTURE 22: COMPUTATION OF THE WILSON LOOP,22. Computation of the Wilson Loop,2016-03-02 21:23:46+00:00,5861,6097.709151674554
97,23.0,raP-0nqnF_A,LECTURE 23: DUALITY AT A FINITE TEMPERATURE AND FINITE CHEMICAL POTENTIAL,23. Duality at a Finite Temperature and Finite Chemical Potential,2016-03-02 21:23:44+00:00,2489,3138.7084077949935
97,24.0,_75zfIar62c,LECTURE 24: HOLOGRAPHIC ENTANGLEMENT ENTROPY,24. Holographic Entanglement Entropy,2016-03-02 21:23:47+00:00,8551,5323.426203636852
98,2.0,f4BQ_VHXgd8,LECTURE 2: DIMENSIONAL POWER COUNTING,2. Dimensional Power Counting,2014-01-13 19:15:02+00:00,12368,21167.79015226139
98,3.0,6PrAW28eUpE,LECTURE 3: FIELD REDEFINITIONS,3. Field Redefinitions,2014-01-13 19:14:41+00:00,7426,9189.973011983006
98,4.0,KwtuwXp16cY,LECTURE 4: MATCHING AND DECOUPLING,4. Matching and Decoupling,2014-01-13 19:14:29+00:00,4394,7529.850869314214
98,5.0,zr3wuh3fWRw,LECTURE 5: CLASSIC OPERATOR RENORMALIZATION GROUP EQUATIONS (RGE),5. Classic Operator Renormalization Group Equations (RGE),2014-01-13 19:04:05+00:00,5840,7136.348626988599
98,6.0,zqOoSBbcack,LECTURE 6: CHIRAL LAGRANGIANS,6. Chiral Lagrangians,2014-01-13 19:14:14+00:00,5783,5036.531276145418
98,7.0,HKkSPqCOmD0,LECTURE 7: CHIRAL LOOPS,7. Chiral Loops,2014-01-13 19:13:56+00:00,2443,6886.82794734344
98,8.0,HKkSPqCOmD0,LECTURE 8: HEAVY QUARK EFFECTIVE THEORY (HQET),7. Chiral Loops,2014-01-13 19:13:56+00:00,2443,4485.49001714585
98,9.0,kEd-WsV7ESA,LECTURE 9: HQET MATCHING & POWER CORRECTIONS,8. Heavy Quark Effective Theory (HQET),2014-01-13 19:13:47+00:00,4211,3460.9953828045686
98,10.0,ogrcXqbvbL4,LECTURE 10: HQET EXAMPLES,9. HQET Matching & Power Corrections,2014-01-13 19:13:27+00:00,7430,4988.582399489803
98,11.0,kZcGNN5cYCg,LECTURE 11: RENORMALONS,10. HQET Examples,2014-01-13 19:13:14+00:00,1387,5292.101651917815
98,12.0,DdnXB0Fa3gQ,LECTURE 12: MORE RENORMALONS,12. More Renormalons,2014-01-13 19:08:16+00:00,979,4083.3742185456204
98,13.0,VrXUdbg3NiM,LECTURE 13: EFT WITH FINE TUNING,13. EFT with Fine Tuning,2014-01-13 19:04:17+00:00,1623,2342.308846732583
98,14.0,DdY98Zaff5I,LECTURE 14: EFT WITH FINE TUNING PART 2,14. EFT with Fine Tuning Part 2,2014-01-13 19:07:53+00:00,1051,3189.1794820335836
98,15.0,v2JKK_yPwc0,LECTURE 15: SOFT-COLLINEAR EFFECTIVE THEORY (SCET) INTRODUCTION,15. Soft-Collinear Effective Theory (SCET) Introduction,2014-01-13 19:07:40+00:00,2300,1361.8842945576248
98,16.0,AFQnH_upWBY,LECTURE 16: SCET COLLINEAR WILSON LINES,16. SCET Collinear Wilson Lines,2014-01-13 19:07:28+00:00,7189,2705.1307921121274
98,17.0,TcNXre5Ea6Y,LECTURE 17: SCET MULTIPOLE EXPANSION,17. SCET Multipole Expansion,2014-01-13 19:07:14+00:00,5126,2049.2888522300855
98,18.0,WtOJN2TCD6o,LECTURE 18: SCET BEYOND TREE LEVEL,18. SCET Beyond Tree Level,2014-01-13 19:05:21+00:00,1153,4769.324652576249
98,19.0,Jtda1czqdxc,LECTURE 19: SCET BEYOND TREE LEVEL 2,19. SCET Beyond Tree Level 2,2014-01-13 19:07:02+00:00,796,2024.629477284675
98,20.0,pusPy4EDPC0,LECTURE 20: SCET WILSON COEFFICIENTS,20. SCET Wilson Coefficients,2014-01-13 19:06:47+00:00,1873,2606.8971858661344
98,21.0,kJFbJDYuU_k,LECTURE 21: SCET SUDAKOV LOGARITHMS,21. SCET Sudakov Logarithms,2014-01-13 19:06:34+00:00,8036,2459.2209577268018
98,22.0,tKo9-jn7A3g,LECTURE 22: SCET FOR DIS,22. SCET for DIS,2014-01-13 19:06:19+00:00,975,2133.2035825425583
98,23.0,hAFnqX7diSU,LECTURE 23: SCET FOR DIJETS,23. SCET for Dijets,2014-01-13 19:06:05+00:00,1187,1947.0435231935085
98,24.0,k0vA0aTcUZA,LECTURE 24: SCETII,24. SCETII,2014-01-13 19:05:51+00:00,812,1533.362968276236
98,25.0,zd9aU90WzV8,LECTURE 25: SCET_2 RAPIDITY RGE,25. SCET_2 Rapidity RGE,2014-01-13 19:05:37+00:00,6933,1132.9517959605407
98,26.0,Xpqcsa3RVTU,LECTURE 26: SCET FOR LHC,26. SCET for LHC,2014-01-13 19:05:08+00:00,1441,2140.738658034198
99,2.0,TiHHz3sKDbY,LECTURE 2: INTRODUCTION TO TENSORS,2. Introduction to tensors.,2020-08-26 14:51:20+00:00,167758,73309.94109566064
99,3.0,H6eR3sG524M,LECTURE 3: TENSORS CONTINUED,3. Tensors continued.,2020-08-26 14:51:06+00:00,39485,129573.89841009592
99,4.0,h9xaoGkyHwg,LECTURE 4: VOLUMES AND VOLUME ELEMENTS; CONSERVATION LAWS,4. Volumes and volume elements; conservation laws.,2020-08-26 14:50:53+00:00,26532,30566.356866162085
99,5.0,OOmZkNa72t4,LECTURE 5: THE STRESS ENERGY TENSOR AND THE CHRISTOFFEL SYMBOL,5. The stress energy tensor and the Christoffel symbol.,2020-08-26 14:50:39+00:00,26527,22202.30847593664
99,6.0,6MssatXXAzc,LECTURE 6: THE PRINCIPLE OF EQUIVALENCE,6. The principle of equivalence.,2020-08-26 14:50:25+00:00,20150,24685.376579128395
99,7.0,gnWKpHUj11w,LECTURE 7: THE PRINCIPLE OF EQUIVALENCE CONTINUED; PARALLEL TRANSPORT,7. Principle of equivalence continued; parallel transport.,2020-08-26 14:50:06+00:00,13794,16555.196063324558
99,8.0,LoIq6KElVxs,"LECTURE 8: LIE TRANSPORT, KILLING VECTORS, TENSOR DENSITIES","8. Lie transport, Killing vectors, tensor densities.",2020-08-26 14:49:50+00:00,16065,12916.759938157702
99,9.0,4QPKWFme0k4,LECTURE 9: GEODESICS,9. Geodesics.,2020-08-26 14:49:21+00:00,14330,12856.204146968917
99,10.0,JWSdeg4jkoY,LECTURE 10: SPACETIME CURVATURE,10. Spacetime curvature.,2020-08-26 14:49:01+00:00,14583,11235.413029270103
99,11.0,d1dtqw7f6pw,LECTURE 11: MORE ON SPACETIME CURVATURE,11. More on spacetime curvature.,2020-08-26 14:48:44+00:00,8649,13118.423417391592
99,12.0,OIjLUzS6SQA,LECTURE 12: THE EINSTEIN FIELD EQUATION,12. The Einstein field equation.,2020-08-26 14:48:10+00:00,31780,9018.434618431285
99,13.0,JNWXzIFcf3g,LECTURE 13: THE EINSTEIN FIELD EQUATION (VARIANT DERIVATION),13. The Einstein field equation (variant derivation).,2020-08-26 14:47:55+00:00,11656,16026.40543916383
99,14.0,9lIgAPvppk0,LECTURE 14: LINEARIZED GRAVITY I: PRINCIPLES AND STATIC LIMIT,14. Linearized gravity I: Principles and static limit.,2020-08-26 14:47:38+00:00,8150,21180.898592089517
99,15.0,Oxk2nnuC130,LECTURE 15: LINEARIZED GRAVITY II: DYNAMIC SOURCES,15. Linearized gravity II: Dynamic sources,2020-08-26 14:47:14+00:00,5738,14619.575520741586
99,16.0,R2vL2wLqGYg,LECTURE 16: GRAVITATIONAL RADIATION I,16. Gravitational radiation I,2020-08-26 14:46:58+00:00,7222,9885.78930031285
99,17.0,pUqA_iHLBWQ,LECTURE 17: GRAVITATIONAL RADIATION II,17. Gravitational radiation II,2020-08-26 14:46:42+00:00,4784,11319.889191634866
99,18.0,wBvXOb59l-k,LECTURE 18: COSMOLOGY I,18. Cosmology I,2020-08-26 14:46:22+00:00,9783,11609.27571063716
99,19.0,p_10lgn2BiI,LECTURE 19: COSMOLOGY II,19. Cosmology II,2020-08-26 14:46:07+00:00,4167,6494.963436450959
99,20.0,PVYTNKZDHBo,LECTURE 20: SPHERICAL COMPACT SOURCES I,20. Spherical compact sources I,2020-08-26 14:45:47+00:00,4144,6176.091867146303
99,21.0,K1vpc9YwlQI,LECTURE 21: SPHERICAL COMPACT SOURCES II,21. Spherical compact sources II,2020-08-26 14:45:25+00:00,3113,5338.1560457850455
99,22.0,ZqF-7bjnzCU,LECTURE 22: BLACK HOLES I,22. Black holes I,2020-08-26 14:45:01+00:00,13578,4132.287279709449
99,23.0,_uNWqE3LS1E,LECTURE 23: BLACK HOLES II,23. Black holes II,2020-08-26 14:44:37+00:00,6274,6525.0489574397525
101,2.0,TdOdc_n-ZCA,LEC 2: BASIC LAYOUT OF THE VISUAL SYSTEM AND THE RETINA,2. Basic layout of the visual system and the retina,2014-10-28 15:11:11+00:00,26222,15668.45912392676
101,3.0,T9HYPlE8xzc,LEC 3: THE LATERNAL GENICULATE NUCLEUS AND THE VISUAL CORTEX,3. The lateral geniculate nucleus and the visual cortex,2014-10-28 15:11:10+00:00,25025,10675.242833875887
101,4.0,n-NpJQgSLrk,LEC 4: THE ON AND OFF CHANNELS,4. The ON and OFF channels,2014-10-28 15:11:10+00:00,6996,14365.36909753944
101,5.0,_XTuXlXav78,LEC 5: THE MIDGET AND PARASOL SYSTEMS,5. The Midget and Parasol systems,2014-10-28 15:11:09+00:00,4411,11105.127072490628
101,6.0,M2KHrh_fCHE,LEC 6: ADAPTATION AND COLOR,6. Adaptation and color,2014-10-28 15:11:11+00:00,7000,7170.500966037288
101,7.0,rGYhDvz066I,LEC 7: DEPTH PERCEPTION,7. Depth perception,2014-10-28 15:11:10+00:00,52108,5770.155702135143
101,8.0,_ly5LmLte50,LEC 8: FORM PERCEPTION,8. Form perception,2014-10-28 15:11:10+00:00,7494,15343.492531778145
101,9.0,vPXTDpXwBs0,LEC 9: ILLUSIONS AND VISUAL PROSTHESIS,9. Illusions and visual prosthesis,2014-10-28 15:11:11+00:00,4129,9586.531572349018
101,10.0,ezBuTFbF5Gs,LEC 10: THE NEURAL CONTROL OF VISUALLY GUIDED EYE MOVEMENTS 1,10. The neural control of visually guided eye movements 1,2014-10-28 15:11:09+00:00,16418,4485.4810214638355
101,11.0,LJZi6CZafms,LEC 11: THE NEURAL CONTROL OF VISUALLY GUIDED EYE MOVEMENTS 2,11. The neural control of visually guided eye movements 2,2014-10-28 15:11:11+00:00,7973,6533.652762513751
101,12.0,oPb9AWMN2fY,LEC 12: MOTION PERCEPTION AND PURSUIT EYE MOVEMENTS,12. Motion perception and pursuit eye movements,2014-10-28 15:11:10+00:00,7480,5365.808477221699
101,13.0,-I-WA_kSkfA,LEC 13: REVIEW: THE VISUAL AND OCULOMOTOR SYSTEMS,13. Review: The visual and oculomotor systems,2014-10-28 15:11:11+00:00,3806,7422.1400212275
101,14.0,jdiy_lV2xno,"LEC 14: SOUND: EXTERNAL, MIDDLE AND INNER EARS","14. Sound: External, middle and inner ears",2014-10-28 15:11:11+00:00,6700,6534.152771339297
101,15.0,t4IA4GsLMEk,LEC 15: HAIR CELLS,15. Hair cells,2014-10-28 15:11:10+00:00,18598,5208.722481426206
101,16.0,PXJvQGDyESc,LEC 16: AUDITORY NERVE; PSYCHOPHYSICS OF FREQUENCY RESOLUTION,16. Auditory nerve; psychophysics of frequency resolution,2014-10-28 15:11:10+00:00,11444,7793.56900351097
101,17.0,9fL2zRnkDdQ,"LEC 17: COCHLEAR NUCLEUS: TONOTOPY, UNIT TYPES AND CELL TYPES","17. Cochlear nucleus: Tonotopy, unit types and cell types",2014-10-28 15:11:09+00:00,8745,9154.527774837921
101,18.0,-2d9XooPwHo,"LEC 18: HEARING LOSS; DEMO BY SHEILA XU, COCHLEAR IMPLANT USER","18. Hearing loss; demo by Sheila Xu, cochlear implant user",2014-10-28 15:11:10+00:00,4131,5597.038166102483
101,19.0,qubzQvNNaLI,LEC 19: DESCENDING SYSTEMS AND REFLEXES,19. Descending systems and reflexes,2014-10-28 15:11:11+00:00,3175,8253.766008731338
101,20.0,Z937cqa--P8,LEC 20: SOUND LOCALIZATION 1: PSYCHOPHYSICS AND NEURAL CIRCUITS,20. Sound localization 1: Psychophysics and neural circuits,2014-10-28 15:11:09+00:00,10308,5471.493043808011
101,21.0,A11axifKMtQ,LEC 21: SOUND LOCALIZATION 2: SUPERIOR OLIVARY COMPLEX AND IC,21. Sound localization 2: Superior olivary complex and IC,2014-10-28 15:11:09+00:00,4491,6716.169455963648
101,22.0,A0KpTR_Ujks,LEC 22: AUDITORY CORTEX 1: PHYSIOLOGY AND SOUND LOCALIZATION,22. Auditory cortex 1: Physiology and sound localization,2014-10-28 15:11:11+00:00,8174,5964.740983216935
101,23.0,OAOec-To-84,LEC 23: AUDITORY CORTEX 2: LANGUAGE; BATS AND ECHOLOCATION,23. Auditory cortex 2: Language; bats and echolocation,2014-10-28 15:11:09+00:00,3526,7891.077728843252
102,2.0,bAkuNXtgrLA,LECTURE 2: NEUROANATOMY,2. Neuroanatomy,2021-10-27 14:19:25+00:00,736908,508751.5099844285
102,3.0,vFZY--lgmHs,LECTURE 4: COGNITIVE NEUROSCIENCE METHODS I,4. Cognitive Neuroscience Methods I,2021-10-27 14:19:25+00:00,188008,421838.5228825305
102,4.0,YD7QG4G7WVg,LECTURE 5: COGNITIVE NEUROSCIENCE METHODS II,5. Cognitive Neuroscience Methods II,2021-10-27 14:19:25+00:00,104998,259426.20404983516
102,5.0,Nk0H3o-hRMA,LECTURE 6: EXPERIMENTAL DESIGN,6. Introduction to the Human Brain,2021-10-27 14:19:25+00:00,79887,136960.24144083416
102,6.0,otriwYhNtm0,"LECTURE 7: CATEGORY SELECTIVITY, CONTROVERSIES, AND MVPA","7. Category Selectivity, Controversies, and MVPA",2021-10-27 14:19:25+00:00,44455,87158.405851522
102,7.0,MuRVOQY8KoY,LECTURE 8: NAVIGATION I,8. Navigation I,2021-10-27 14:19:25+00:00,36875,43267.22465065357
102,8.0,ppxK4R8XWfU,LECTURE 9: NAVIGATION II,9. Navigation II,2021-10-27 14:19:25+00:00,30668,43205.979105862185
102,9.0,kAX_PRnliMo,"LECTURE 10: DEVELOPMENT, NATURE & NURTURE I","10. Development, Nature & Nurture I",2021-10-27 14:19:25+00:00,49335,41630.87518720009
102,10.0,xA00vkxG3lE,"LECTURE 11: DEVELOPMENT, NATURE & NURTURE II (2018)","11. Development, Nature & Nurture II (2018)",2021-10-27 14:19:25+00:00,28762,46935.4461676932
102,11.0,W2PY6z1Wddg,LECTURE 13: NUMBER,13. Number,2021-10-27 14:19:26+00:00,29870,33892.85604378979
102,12.0,9Bz-5-RC690,LECTURE 15: HEARING AND SPEECH,15. Hearing and Speech,2021-10-27 14:19:26+00:00,29386,40774.73568340511
