course_id,video_number,video_id,mit_video_title,title_on_youtube,publishing_date,view_count,expected_views
29,4.0,m9AJwUCAWGQ,LECTURE 4: PARTICLE-LIKE NATURE OF LIGHT,"Lec 4 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:56:30+00:00,15066,27705.90157638472
29,5.0,HT4sxODPR2Q,LECTURE 5: MATTER AS A WAVE,"Lec 5 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:15:45+00:00,12807,16298.288397879307
29,6.0,oLbTUpxhE24,LECTURE 6: SCHRÖDINGER EQUATION FOR H ATOM,"Lec 6 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:02:35+00:00,13718,27221.31717299509
29,7.0,UGoGgkHYS10,LECTURE 7: HYDROGEN ATOM WAVEFUNCTIONS,"Lec 7 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:04:33+00:00,11857,16341.616010191394
29,8.0,9Cl8mj5VIHA,LECTURE 8: P ORBITALS,"Lec 8 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:58:08+00:00,323796,11269.592387280582
29,9.0,KUVB9S0QX-I,LECTURE 9: ELECTRONIC STRUCTURE OF MULTIELECTRON ATOMS,"Lec 9 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:52:54+00:00,18768,45688.669510957785
29,10.0,lawooSesSfM,LECTURE 10: PERIODIC TRENDS IN ELEMENTAL PROPERTIES,"Lec 10 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:53:58+00:00,6703,16178.8869075454
29,11.0,QyishgPCBfg,LECTURE 11: WHY WAVEFUNCTIONS ARE IMPORTANT,"Lec 11 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:53:25+00:00,7023,8325.521213123495
29,12.0,MRJUxK-hhYw,LECTURE 12: IONIC BONDS ‑ CLASSICAL MODEL AND MECHANISM,"Lec 12 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:04:10+00:00,7652,7708.292765729801
29,13.0,UqQRXRtvM9o,LECTURE 13: KINETIC THEORY ‑ BEHAVIOR OF GASES,"Lec 13 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:58:04+00:00,10687,7292.509022141149
29,14.0,dAgwg_8RyEU,LECTURE 14: DISTRIBUTION MOLECULAR ENERGIES,"Lec 14 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:54:58+00:00,6229,7319.41902239526
29,15.0,OpmQh1ChWdE,LECTURE 15: INTERNAL DEGREES OF FREEDOM,"Lec 15 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:55:16+00:00,10861,6517.287840951979
29,16.0,sNdTPKvsYXg,LECTURE 16: INTERMOLECULAR INTERACTIONS,"Lec 16 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:01:56+00:00,8506,7808.360872486637
29,17.0,M8QoJojEklw,LECTURE 17: POLARIZABILITY,"Lec 17 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:02:18+00:00,5768,7481.594152730827
29,18.0,qm_hVsoM4OY,LECTURE 18: THERMODYNAMICS AND SPONTANEOUS CHANGE,"Lec 18 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:01:54+00:00,7516,6309.833515250862
29,19.0,tbWuyysnj9U,LECTURE 19: MOLECULAR DESCRIPTION OF ACIDS AND BASES,"Lec 19 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:05:02+00:00,8186,7929.007793237125
29,20.0,-uEwMV9DHZo,LECTURE 20: LEWIS AND BRØNSTED ACID-BASE CONCEPTS,"Lec 20 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:01:31+00:00,7095,8412.98356885656
29,21.0,4xRS6bdFsVM,LECTURE 21: TITRATION CURVES AND PH INDICATORS,"Lec 21 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:54:56+00:00,6095,7000.094188229379
29,22.0,ZRxwArdDnac,LECTURE 22: ELECTRONS IN CHEMISTRY: REDOX PROCESSES,"Lec 22 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:59:23+00:00,7742,6466.2674846941945
29,23.0,LRFbAo-RIIU,LECTURE 23: CELL POTENTIALS AND FREE ENERGY,"Lec 23 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:01:30+00:00,6374,9211.956208894357
29,24.0,_YpkKYmQBwY,LECTURE 24: THEORY OF MOLECULAR SHAPES,"Lec 24 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:16:47+00:00,6079,7553.428372719672
29,25.0,r8-cr6wrOgE,LECTURE 25: VALENCE BOND THEORY,"Lec 25 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:51:55+00:00,7881,6673.299473651456
29,26.0,JrL2jlkoRUY,LECTURE 26: MOLECULAR ORBITAL THEORY,"Lec 26 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:01:40+00:00,14060,7069.5171235587195
29,27.0,UesUBkX9HIQ,LECTURE 27: MOLECULAR ORBITAL THEORY FOR DIATOMIC MOLECULES,"Lec 27 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:01:51+00:00,8743,8875.54756441762
29,28.0,u95Cxl2IeNc,LECTURE 28: MOLECULAR ORBITAL THEORY FOR POLYATOMIC MOLECULES,"Lec 28 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:58:28+00:00,6836,8303.995798810314
29,29.0,NVTHQwQ9IqA,LECTURE 29: CRYSTAL FIELD THEORY,"Lec 29 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:06:16+00:00,10564,7179.903248177205
29,30.0,hjFnG8m6mCc,LECTURE 30: CRYSTAL FIELD THEORY (CONT.),"Lec 30 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:01:03+00:00,6622,11883.924404076592
29,31.0,gb60YssaSmI,LECTURE 31: COLOR AND MAGNETISM OF COORDINATION COMPLEXES,"Lec 31 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:57:38+00:00,7785,7076.319821902616
29,32.0,hG8KdheMUeo,LECTURE 32: COORDINATION COMPLEXES AND LIGANDS,"Lec 32 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:21:35+00:00,8895,8307.130080183608
29,33.0,yi6a_COcfxw,LECTURE 33: LIGAND SUBSTITUTION REACTIONS: KINETICS,"Lec 33 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:55:36+00:00,10194,7759.379210694461
29,34.0,qK6DgAM-q7U,LECTURE 34: BONDING IN METALS AND SEMICONDUCTORS,"Lec 34 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 19:24:34+00:00,8080,12622.525267488945
29,35.0,CgzHOo9NaOY,LECTURE 36: NUCLEAR CHEMISTRY AND THE CARDIOLITE STORY,"Lec 36 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14 18:52:55+00:00,6653,5971.333339937101
30,2.0,EuVpZmQ5v6A,LECTURE 2: THE FERROCENE LECTURE,2. The Ferrocene Lecture,2021-05-18 16:14:43+00:00,12850,9655.188022830014
30,3.0,J23egLCM2tc,LECTURE 3: WRITING UP THE LAB REPORT,3. Writing Up the Lab Report,2021-05-18 16:13:22+00:00,11682,4718.488912159014
30,4.0,sV_yiHbMUF8,LECTURE 4: WHAT'S SIGNIFICANT IN LABORATORY MEASUREMENT? ERROR ANALYSIS LECTURE,4. What's Significant in Laboratory Measurement? Error Analysis Lecture,2021-05-18 16:13:21+00:00,6887,6687.647396970972
30,5.0,OQq7qH74T5E,"LECTURE 5: ELLEN SWALLOW RICHARDS, PART 1","5. Ellen Swallow Richards, Part 1",2021-05-18 16:13:21+00:00,2230,7023.537359888775
30,6.0,-l9SfGuZJYE,"LECTURE 6: ELLEN SWALLOW RICHARDS, PART 2","6. Ellen Swallow Richards, Part 2",2021-05-18 16:13:21+00:00,1195,3274.616495737665
30,7.0,JIw9mnVeFig,"LECTURE 7: ELLEN SWALLOW RICHARDS, PART 3","7. Ellen Swallow Richards, Part 3",2021-05-18 16:13:22+00:00,2221,1334.4662195421508
30,8.0,LNCLrmAvSlU,"LECTURE 8: ESSENTIAL OILS, PART 1",8. Essential Oils Lecture Part 1,2021-05-18 16:13:21+00:00,12486,2632.3582468794325
30,9.0,sukzgrxfSx8,"LECTURE 9: ESSENTIAL OILS, PART 2",9. Essential Oils Lecture Part 2,2021-05-18 16:13:21+00:00,4552,5507.069382948148
30,10.0,oc7sODbVGuA,LECTURE 10: FISCHER ESTERIFICATION,10. Fischer Esterification Part 1,2021-05-18 16:13:23+00:00,4073,5530.430264674197
30,11.0,TgrNa_Guigs,"LECTURE 11: CATALASE, PART 1",11. Catalase Part 1,2021-05-18 16:13:21+00:00,4307,2406.9151089469037
30,12.0,yiSZecIWBIc,LECTURE 12: CATALASE ACID PART 2,12. Catalase Acid Part 2,2021-05-18 16:13:21+00:00,1403,3932.8687573783122
30,13.0,dgRLgf4oO2s,"LECTURE 14: MASS SPECTROSCOPY ESTERIFICATION, PART 2",14. Mass Spectroscopy Esterification Lecture Part 2,2021-05-18 16:13:21+00:00,2358,3026.333443744617
30,14.0,Ea2YTXJrhkM,"LECTURE 15: NMR SPECTROSCOPY ESTERIFICATION LECTURE, PART 3",15. NMR Spectroscopy Esterification Lecture Part 3,2021-05-18 16:13:21+00:00,3097,4513.264030356592
31,2.0,TDqx8Zv1rRo,"LECTURE 2: WORK, HEAT, FIRST LAW","Lec 2 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 23:04:52+00:00,468122,578997.5430968801
31,3.0,RrVq7Yduz2g,"LECTURE 3: INTERNAL ENERGY, EXPANSION WORK","Lec 3 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-13 00:08:41+00:00,281437,301473.8287418485
31,4.0,g14939TMTCE,LECTURE 4: ENTHALPY,"Lec 4 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 23:52:09+00:00,237841,228994.28662267904
31,5.0,rWLeg-W4EF0,LECTURE 5: ADIABATIC CHANGES,"Lec 5 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-13 00:24:19+00:00,149828,236734.524148643
31,6.0,8Xpn2jorigU,LECTURE 6: THERMOCHEMISTRY,"Lec 6 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 23:37:27+00:00,119065,134489.93984341063
31,7.0,6uLKZSoHnrc,LECTURE 7: CALORIMETRY,"Lec 7 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 23:20:03+00:00,89096,107213.77557086565
31,8.0,e124JF_DHCQ,LECTURE 8: SECOND LAW,"Lec 8 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 23:58:18+00:00,98189,100171.76954710939
31,9.0,DqEmrt_xQTg,LECTURE 9: ENTROPY AND THE CLAUSIUS INEQUALITY,"Lec 9 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 23:58:33+00:00,99284,91602.9472695176
31,10.0,QrzHB9_kHPE,LECTURE 10: ENTROPY AND IRREVERSIBILITY,"Lec 10 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 23:35:05+00:00,82566,97020.028441217
31,11.0,r4fGG_7NQr8,"LECTURE 11: FUNDAMENTAL EQUATION, ABSOLUTE S, THIRD LAW","Lec 11 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 23:04:56+00:00,68131,93867.93773116638
31,12.0,jsoD3oZAAXI,LECTURE 12: CRITERIA FOR SPONTANEOUS CHANGE,"Lec 12 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 22:44:35+00:00,58279,69630.9667759106
31,13.0,srjNMMtPATo,LECTURE 13: GIBBS FREE ENERGY,"Lec 13 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 22:49:48+00:00,68653,55074.3665959962
31,14.0,gLo958Kdeoo,"LECTURE 14: MULTICOMPONENT SYSTEMS, CHEMICAL POTENTIAL","Lec 14 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 22:52:29+00:00,66594,57623.0053111427
31,15.0,Cc2l1QTTZA4,LECTURE 15: CHEMICAL EQUILIBRIUM,"Lec 15 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 23:21:56+00:00,57374,69608.01709451554
31,16.0,DOq2YChGmlg,"LECTURE 16: TEMPERATURE, PRESSURE AND KP","Lec 16 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 23:23:30+00:00,43437,70944.76483519173
31,17.0,_PmJoExiSPo,LECTURE 17: EQUILIBRIUM: APPLICATION TO DRUG DESIGN,"Lec 17 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 21:54:25+00:00,39926,54289.49263281793
31,18.0,6kBqi9vVC6s,LECTURE 18: PHASE EQUILIBRIA — ONE COMPONENT,"Lec 18 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 22:55:00+00:00,62339,35453.46959028683
31,19.0,Bd7PVX7rohQ,LECTURE 19: CLAUSIUS-CLAPEYRON EQUATION,"Lec 19 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12 22:46:56+00:00,50021,47039.70793713798
31,20.0,2QdI6_gEyx4,LECTURE 20: PHASE EQUILIBRIA — TWO COMPONENTS,"Lec 20 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-15 23:50:32+00:00,46919,47399.32569152142
31,21.0,RUz-DJz3--I,LECTURE 21: IDEAL SOLUTIONS,"Lec 21 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-15 23:38:50+00:00,38151,55991.222355884325
31,22.0,eXUFm8lA5yE,LECTURE 22: NON-IDEAL SOLUTIONS,"Lec 22 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-15 23:31:40+00:00,34743,34193.10415546463
31,23.0,wCSl5eeMSDY,LECTURE 23: COLLIGATIVE PROPERTIES,"Lec 23 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-15 23:46:19+00:00,37098,39482.01380904778
31,24.0,u6s_jy0n6vI,LECTURE 24: INTRODUCTION TO STATISTICAL MECHANICS,"Lec 24 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-15 23:57:05+00:00,41899,33195.320965143306
31,25.0,xgUCzL3TD1g,LECTURE 25: PARTITION FUNCTION (Q) — LARGE N LIMIT,"Lec 25 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-15 23:36:06+00:00,35133,36294.05149090874
31,26.0,RT_v0PhXP5E,LECTURE 26: PARTITION FUNCTION (Q) — MANY PARTICLES,"Lec 26 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-16 00:13:02+00:00,27144,48365.969105633405
31,27.0,HYh3aq_NG8Q,LECTURE 27: STATISTICAL MECHANICS AND DISCRETE ENERGY LEVELS,"Lec 27 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-16 00:41:44+00:00,28260,30480.19853458354
31,28.0,BTNsoSNR5B0,LECTURE 28: MODEL SYSTEMS,"Lec 28 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-15 23:49:43+00:00,31537,28048.617048129436
31,29.0,6LYuK8qI0_s,LECTURE 29: APPLICATIONS: CHEMICAL AND PHASE EQUILIBRIA,"Lec 29 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-16 00:45:04+00:00,23696,36339.80442747203
31,30.0,DZ138JSpoxQ,LECTURE 30: INTRODUCTION TO REACTION KINETICS,"Lec 30 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-16 00:07:27+00:00,32691,27152.030746265395
31,31.0,Q7mrSQkSB9U,LECTURE 31: COMPLEX REACTIONS AND MECHANISMS,"Lec 31 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-16 00:15:51+00:00,29860,36514.17617277685
31,32.0,lLdUm6AU0aw,LECTURE 32: STEADY-STATE AND EQUILIBRIUM APPROXIMATIONS,"Lec 32 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-16 00:35:10+00:00,26776,31684.445336711087
31,33.0,qYqI9IWyv-c,LECTURE 33: CHAIN REACTIONS,"Lec 33 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-16 01:56:33+00:00,25554,28127.0108620632
31,34.0,oKwGNgCTd-Q,"LECTURE 34: TEMPERATURE DEPENDENCE, EA, CATALYSIS","Lec 34 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-16 00:17:53+00:00,23831,28750.832426677393
31,35.0,dkHcgAzsvAk,LECTURE 35: ENZYME CATALYSIS,"Lec 35 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-16 00:51:17+00:00,28512,26229.54128380724
31,36.0,U2BNmEnry6E,LECTURE 36: AUTOCATALYSIS AND OSCILLATORS,"Lec 36 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-16 00:02:37+00:00,34707,27833.381733738952
32,2.0,_TEMQhpsGFg,LECTURE 2: WAVE NATURE OF THE ELECTRON AND THE INTERNAL STRUCTURE OF AN ATOM,2. Wave Nature of the Electron and the Internal Structure of an Atom,2019-01-09 16:23:05+00:00,23797,30732.932615764457
32,3.0,geKBtyDcZZY,"LECTURE 3: TWO-SLIT EXPERIMENT, QUANTUM WEIRDNESS",3. Two-Slit Experiment; Quantum Weirdness,2019-01-09 16:23:06+00:00,16747,25858.94200850555
32,4.0,SSVdDcC2LrQ,LECTURE 4: CLASSICAL WAVE EQUATION AND SEPARATION OF VARIABLES,4. Classical Wave Equation and Separation of Variables,2019-01-09 16:23:05+00:00,13466,14004.649147963653
32,5.0,S-_PFdnImLM,LECTURE 5: QUANTUM MECHANICS: FREE PARTICLE AND PARTICLE IN 1D BOX,5. Quantum Mechanics: Free Particle and Particle in 1D Box,2019-01-09 16:23:06+00:00,19892,12607.751126490852
32,6.0,4bfrkd8_zPo,LECTURE 6: 3-D BOX AND QM SEPARATION OF VARIABLES,6. 3-D Box and QM Separation of Variables,2019-01-09 16:23:05+00:00,5542,15076.575099060577
32,7.0,YmP1BADSAnc,LECTURE 7: CLASSICAL MECHANICAL HARMONIC OSCILLATOR,7. Classical Mechanical Harmonic Oscillator,2019-01-09 16:23:06+00:00,7589,5721.73482049425
32,8.0,N4vMgwWT-80,LECTURE 8: QUANTUM MECHANICAL HARMONIC OSCILLATOR,8. Quantum Mechanical Harmonic Oscillator,2019-01-09 16:23:59+00:00,7578,7939.880268472854
32,9.0,3RGYj06NSTI,LECTURE 9: THE HARMONIC OSCILLATOR: CREATION AND ANNIHILATION OPERATORS,9. The Harmonic Oscillator: Creation and Annihilation Operators,2019-01-09 16:23:59+00:00,8839,7591.890768151651
32,10.0,9WthWtTxdj0,LECTURE 10: THE TIME-DEPENDENT SCHRÖDINGER EQUATION,10. The Time-Dependent Schrödinger Equation,2019-01-09 16:23:05+00:00,11274,6770.860782437906
32,11.0,IZ405_YLKJQ,LECTURE 11: WAVEPACKET DYNAMICS FOR HARMONIC OSCILLATOR AND PIB,11. Wavepacket Dynamics for Harmonic Oscillator and PIB,2019-01-09 16:23:05+00:00,2795,8753.076839638106
32,12.0,dHXZ2bFV6EE,"LECTURE 12: CATCH UP AND REVIEW, POSTULATES",12. Catch Up and Review & Postulates,2019-01-09 16:23:05+00:00,1801,5762.281199730683
32,13.0,zwz9M1XNn-c,LECTURE 13: FROM HIJ INTEGRALS TO H MATRICES I,13. From Hij Integrals to H Matrices I,2019-01-09 16:23:05+00:00,5751,3392.1683861934857
32,14.0,zwH9MjZl3v4,LECTURE 14: FROM HIJ INTEGRALS TO H MATRICES II,14. From Hij Integrals to H Matrices II,2019-01-09 16:23:05+00:00,3772,3232.953884846548
32,15.0,yBCdnNIAiQg,LECTURE 15: NON-DEGENERATE PERTURBATION THEORY I,15. Non-Degenerate Perturbation Theory I,2019-01-09 16:23:05+00:00,3663,3678.2293959809517
32,16.0,YKfoSx16mXk,"LECTURE 16: NON-DEGENERATE PERTURBATION THEORY II: HO USING A,A†","16. Non-Degenerate Perturbation Theory II: HO using a,a†",2019-01-09 16:23:05+00:00,1711,4243.230599838066
32,17.0,lfH99vfhiI4,LECTURE 17: RIGID ROTOR I. ORBITAL ANGULAR MOMENTUM,17. Rigid Rotor I; Orbital Angular Momentum,2019-01-09 16:23:06+00:00,7265,4233.356850073753
32,18.0,6wbWEDAg3B0,LECTURE 18: RIGID ROTOR II. DERIVATION BY COMMUTATION RULES,18. Rigid Rotor II. Derivation by Commutation Rules,2019-01-09 16:23:05+00:00,2173,2086.777047739516
32,19.0,_iSqhxWjkq8,LECTURE 19: SPECTROSCOPY: PROBING MOLECULES WITH LIGHT,19. Spectroscopy: Probing Molecules with Light,2019-01-09 16:23:05+00:00,9526,3983.927249762601
32,20.0,8kM9quINTHI,LECTURE 20: HYDROGEN ATOM I,20. Hydrogen Atom I,2019-01-09 16:23:58+00:00,11402,4526.223971620789
32,21.0,zq0KO8Gmrm0,LECTURE 21: HYDROGEN ATOM II. RYDBERG STATES,21. Hydrogen Atom II; Rydberg States,2019-01-09 16:23:05+00:00,3766,11625.839980825665
32,22.0,DpNZ70Uam0M,LECTURE 22: HELIUM ATOM,22. Helium Atom,2019-01-09 16:23:05+00:00,11197,4222.3098564996635
32,23.0,JzW4RYICOdA,LECTURE 23: MANY-ELECTRON ATOMS,23. Many-Electron Atoms,2019-01-09 16:23:05+00:00,6527,4460.790405244011
32,24.0,IoED49Ha8-o,LECTURE 24: MOLECULAR ORBITAL THEORY I. VARIATIONAL PRINCIPLE AND MATRIX MECHANICS,24. Molecular Orbital Theory I; Variational Principle and Matrix Mechanics,2019-01-09 16:23:05+00:00,5889,5292.943690753873
32,25.0,mPSDaN4AJl8,"LECTURE 25: MOLECULAR ORBITAL THEORY II. H2+, A2, AB DIATOMICS","25. Molecular Orbital Theory II; H2+, A2, AB Diatomics",2019-01-09 16:23:06+00:00,3317,4962.925925519811
32,26.0,sZlTriaYRM0,LECTURE 26: QUALITATIVE MO THEORY: HÜCKEL,26. Qualitative MO Theory: Hückel,2019-01-09 16:23:06+00:00,5337,3220.9329448818426
32,27.0,Z0ALwCckM24,LECTURE 27: NON-DEGENERATE PERTURBATION THEORY III,27. Non-Degenerate Perturbation Theory III,2019-01-09 16:23:05+00:00,1282,5410.976833011281
32,28.0,BOryXuUMjI0,LECTURE 28: MODERN ELECTRONIC STRUCTURE THEORY: BASIS SETS,28. Modern Electronic Structure Theory: Basis Sets,2019-01-09 16:24:00+00:00,17901,1813.9781988315835
32,29.0,6dJnvu3-LeU,LECTURE 29: MODERN ELECTRONIC STRUCTURE THEORY: ELECTRONIC CORRELATION,29. Modern Electronic Structure Theory: Electronic Correlation,2019-01-09 16:23:06+00:00,7621,7338.239824160792
32,30.0,zR6vXHHQZZA,"LECTURE 30: TIME-DEPENDENT PERTURBATION THEORY I. H IS TIME-INDEPENDENT, ZEWAIL WAVEPACKET","30. Time-Dependent Perturbation Theory I: H is Time-Independent, Zewail Wavepacket.",2019-01-09 16:23:05+00:00,7143,6506.699807477861
32,31.0,MAbnZhFX3nk,LECTURE 31: TIME-DEPENDENT PERTURBATION THEORY II. H IS TIME-DEPENDENT: TWO-LEVEL PROBLEM,31. Time-Dependent Perturbation Theory II: H is Time-Dependent: Two-Level Problem,2019-01-09 16:23:06+00:00,2753,5453.712366046834
32,32.0,QkMB_0jOvVA,LECTURE 32: INTERMOLECULAR INTERACTIONS BY NON-DEGENERATE PERTURBATION THEORY,32. Intermolecular Interactions by Non-Degenerate Perturbation Theory,2019-01-09 16:23:06+00:00,2490,6775.506134526143
32,33.0,gkRRlmes_jE,LECTURE 33: ELECTRONIC SPECTROSCOPY: FRANCK-CONDON,33. Electronic Spectroscopy: Franck-Condon,2019-01-09 16:23:05+00:00,7414,4489.85148249434
32,34.0,6ROuKtm5zds,LECTURE 34: ELECTRONIC SPECTROSCOPY AND PHOTOCHEMISTRY,34. Electronic Spectroscopy and Photochemistry,2019-05-13 20:06:28+00:00,7955,2543.581255599757
32,35.0,RGskPrZopRE,"LECTURE 35: Δ-FUNCTIONS, EIGENFUNCTIONS OF X, DISCRETE VARIABLE REPRESENTATION","35. Delta-Functions, Eigen-Functions of X, Discrete Variable Representation",2019-01-09 16:23:05+00:00,2427,6522.047849064201
32,36.0,BEs4K6LSGzo,"LECTURE 36: TIME DEPENDENCE OF TWO-LEVEL SYSTEMS: DENSITY MATRIX, ROTATING WAVE APPROXIMATION","36. Time Dependence of Two-Level Systems: Density Matrix, Rotating Wave Approximation",2019-01-09 16:23:59+00:00,12884,6412.462670394211
33,2.0,NzHt2WqrS88,LECTURE 14: DIAGRAMMATIC PERTURBATION THEORY,"Lec 14 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009",2010-09-27 18:23:10+00:00,6379,3790.545046976358
33,3.0,eBkhAL-0l50,LECTURE 15: THIRD ORDER SPECTROSCOPY,"Lec 15 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009",2010-09-27 18:40:32+00:00,5575,6264.4601297181525
33,4.0,hQbxesMB_N0,LECTURE 16: CHARACTERIZING FLUCTUATIONS,"Lec 16 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009",2010-09-27 22:08:05+00:00,2723,6135.491270294541
35,2.0,Z-Ow4zRoI30,LECTURE 1,"Lec 1 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09 05:23:05+00:00,26772,4255.909080467202
35,3.0,LYH8iiuvApI,LECTURE 2,"Lec 2 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09 05:24:14+00:00,5497,6812.0891147151915
35,4.0,zsxqmbdUXuo,LECTURE 3,"Lec 3 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09 05:07:37+00:00,3723,6630.77617207457
35,5.0,yl8bygSTGTE,LECTURE 4,"Lec 4 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09 04:58:17+00:00,2657,2120.7014019412313
35,6.0,DaLRx48fnt4,LECTURE 5,"Lec 5 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09 04:50:32+00:00,2177,2118.0200503219558
35,7.0,a4krZtUkzMM,LECTURE 6,"Lec 6 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09 04:49:34+00:00,2148,1524.3006145320949
35,8.0,RnOQjczFcBY,LECTURE 7,"Lec 7 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09 04:48:23+00:00,1516,1737.1322445325857
35,9.0,GbuXLQ08n4A,LECTURE 8,"Lec 8 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09 04:57:43+00:00,2570,1607.0957908941157
35,10.0,pGpyDJwAI8A,LECTURE 9,"Lec 9 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09 04:57:34+00:00,1494,1599.2974622582612
35,11.0,C-72lxj3b-g,LECTURE 10,"Lec 10 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09 04:49:52+00:00,1253,3009.159552780252
