video_titles,video_number,course_id,video_id,publishing_date,view_count,title_on_youtube,last_updated
DAY 2: MODEL BUILDING,3.0,9,RiQNhZ1P9qs,2011-11-08T17:43:14Z,69539,"Day 2 | MIT 2.993 The Art and Science of Boat Design, IAP 2007",2023-06-02 16:39:52.363448
DAY 4: FINISHING UP AND DRAWING UP PLANS,4.0,9,XDsfydo1gkM,2011-11-08T18:07:06Z,11245,"Day 4 | MIT 2.993 The Art and Science of Boat Design, IAP 2007",2023-06-02 16:39:52.363448
"DAY 5: CONCLUSION, AND MORE OF THE MIT MUSEUM'S NAUTICAL COLLECTIONS",5.0,9,JGgzgqIGgk0,2011-11-08T20:20:20Z,7515,"Day 5 | MIT 2.993 The Art and Science of Boat Design, IAP 2007",2023-06-02 16:39:52.363448
LECTURE 1: INTRODUCTION AND OVERVIEW,1.0,13,hOZ6-geaRUo,2016-10-14T17:16:52Z,35782,"1. Introduction and Overview (MIT 3.054 Cellular Solids: Structure, Properties, Applications, S15)",2023-06-02 16:39:52.363448
LECTURE 2: PROCESSING OF CELLULAR SOLIDS,2.0,13,bDnia4HJRqk,2016-10-14T17:16:53Z,10818,2. Processing of Cellular Solids,2023-06-02 16:39:52.363448
LECTURE 3: STRUCTURE OF CELLULAR SOLIDS,3.0,13,q-9YlXesHtI,2016-10-14T17:16:53Z,7260,3. Structure of Cellular Solids,2023-06-02 16:39:52.363448
LECTURE 4: HONEYCOMBS: IN-PLANE BEHAVIOR,4.0,13,q-uLJN8upWE,2016-10-14T17:16:52Z,18949,4. Honeycombs: In-plane Behavior,2023-06-02 16:39:52.363448
LECTURE 5: HONEYCOMBS: OUT-OF-PLANE BEHAVIOR,5.0,13,Btl0HCfSPuU,2016-10-14T17:16:54Z,9933,5. Honeycombs: Out-of-plane Behavior,2023-06-02 16:39:52.363448
LECTURE 6: NATURAL HONEYCOMBS: WOOD,6.0,13,jJvVmdkiD3Y,2016-10-14T17:16:51Z,3025,6. Natural Honeycombs: Wood,2023-06-02 16:39:52.363448
LECTURE 7: NATURAL HONEYCOMBS: CORK; FOAMS: LINEAR ELASTICITY,7.0,13,5NUS6bcUXmY,2016-10-14T17:16:53Z,3316,7. Natural Honeycombs: Cork; Foams: Linear Elasticity,2023-06-02 16:39:52.363448
LECTURE 8: FOAMS: NON-LINEAR ELASTICITY,8.0,13,WiFahA1iAv4,2016-10-14T17:16:51Z,6320,8. Foams: Non-linear Elasticity,2023-06-02 16:39:52.363448
LECTURE 9: FOAMS: THERMAL PROPERTIES,9.0,13,_tdj84EV7BI,2016-10-14T17:16:54Z,5838,9. Foams: Thermal Properties,2023-06-02 16:39:52.363448
LECTURE 10: EXAM REVIEW,10.0,13,cQpCPzetm3E,2016-10-14T17:16:53Z,3908,10. Exam Review,2023-06-02 16:39:52.363448
LECTURE 11: TRABECULAR BONE AND OSTEOPOROSIS,11.0,13,v73uMp1fPjM,2016-10-14T17:16:52Z,8378,11. Trabecular Bone and Osteoporosis,2023-06-02 16:39:52.363448
LECTURE 12: OSTEOPOROSIS AND EVOLUTION,12.0,13,yDr8Df35C64,2016-10-14T17:16:50Z,3077,"12. Trabecular Bone, Osteoporosis, and Evolution",2023-06-02 16:39:52.363448
LECTURE 13: TISSUE ENGINEERING SCAFFOLDS: PROCESSING AND PROPERTIES,13.0,13,Txidu-5VYfU,2016-10-14T17:16:51Z,48889,13. Tissue Engineering Scaffolds: Processing and Properties,2023-06-02 16:39:52.363448
LECTURE 14: TISSUE ENGINEERING: OSTEOCHONDRAL SCAFFOLD; HOW TO WRITE A PAPER,14.0,13,UgKnOuaY1G8,2016-10-14T17:16:54Z,7902,14. Tissue Engineering: Osteochondral Scaffold; How To Write a Paper,2023-06-02 16:39:52.363448
LECTURE 15: CELL-SCAFFOLD INTERACTIONS; ENERGY ABSORPTION,15.0,13,vVfI1wTp0Jg,2016-10-14T17:16:52Z,5423,15. Cell-scaffold Interactions; Energy Absorption,2023-06-02 16:39:52.363448
LECTURE 16: APPLICATIONS: ENERGY ABSORPTION IN FOAMS,16.0,13,yK5SA6HngCY,2016-10-14T17:16:50Z,7094,16. Applications: Energy Absorption in Foams,2023-06-02 16:39:52.363448
LECTURE 17: SANDWICH PANELS,17.0,13,4zpQwirFsbk,2016-10-14T17:16:52Z,30687,17. Sandwich Panels,2023-06-02 16:39:52.363448
LECTURE 18: NATURAL SANDWICH STRUCTURES; DENSITY GRADIENTS,18.0,13,LzA1OqHY68M,2016-10-14T17:16:50Z,3505,18. Natural Sandwich Structures; Density Gradients,2023-06-02 16:39:52.363448
LECTURE 19: BIOMIMICKING,19.0,13,kpbG3L5awgk,2016-10-14T17:16:50Z,3437,19. Biomimicking,2023-06-02 16:39:52.363448
LECTURE 20: HOW I BECAME A PROFESSOR,20.0,13,Sf4VkBA-LZc,2016-05-02T17:41:02Z,1092,How I became a Professor.,2023-06-02 16:39:52.363448
LECTURE 1: INTRODUCTION,1.0,14,Ao41FrJFgvQ,2020-12-07T20:54:55Z,136305,1. Introduction (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 2: THE PERIODIC TABLE,2.0,14,HaL1Q8f7M_o,2020-12-07T20:27:05Z,43208,2. The Periodic Table (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 3: ATOMIC MODELS,3.0,14,e_WABkM-Kxo,2020-12-07T20:48:52Z,27665,3. Atomic Models (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 4: ATOMIC SPECTRA,4.0,14,Ji20_qhjk2Y,2020-12-07T20:26:05Z,22765,4. Atomic Spectra (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 5: SHELL MODELS AND QUANTUM NUMBERS,5.0,14,rkFY8WB8tfs,2020-12-07T20:26:05Z,16393,5. Shell Models and Quantum Numbers (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
"LECTURE 6: ELECTRON SHELL MODEL, QUANTUM NUMBERS, AND PES",6.0,14,4Dr3Q-ezMZk,2020-12-07T20:48:52Z,21153,"6. Electron Shell Model, Quantum Numbers, and PES (Intro to Solid-State Chemistry)",2023-06-02 16:39:52.363448
LECTURE 7: AUFBAU PRINCIPLE AND ATOMIC ORBITALS,7.0,14,bhPMi2IvZXs,2020-12-07T20:26:05Z,14810,7. Aufbau Principle and Atomic Orbitals (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 8: IONIZATION ENERGY AND POTENTIAL ENERGY SURFACE (PES),8.0,14,LV3l9yqJwio,2020-12-07T20:53:08Z,13105,8. Ionization Energy and Potential Energy Surface (PES) (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 9: LEWIS STRUCTURES I,9.0,14,DvGNpuan4rw,2020-12-07T20:26:05Z,9300,9. Lewis Structures I (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 10: LEWIS STRUCTURES II,10.0,14,aCJECIYz8gM,2020-12-07T20:27:05Z,6800,10. Lewis Structures II (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 11: SHAPES OF MOLECULES AND VSEPR,11.0,14,g9v8zj6VObw,2020-12-07T20:27:05Z,8577,11. Shapes of Molecules and VSEPR (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 12: MOLECULAR ORBITALS,12.0,14,L0b9wq0js4I,2020-12-07T20:26:05Z,14245,12. Molecular Orbitals (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 13: HYBRIDIZATION,13.0,14,UzDqh-1Koyc,2020-12-07T20:27:26Z,9223,13. Hybridization (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 14: INTERMOLECULAR FORCES,14.0,14,OMFpHmfC1pY,2020-12-07T20:44:43Z,9199,14. Intermolecular Forces (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
BONUS LECTURE 1: PHASES,15.0,14,P34zaLtmsn0,2020-12-07T20:52:33Z,10319,Additional Lecture 1. Phases (Intro to Solid-State Chemistry 2019),2023-06-02 16:39:52.363448
LECTURE 15: SEMICONDUCTORS,16.0,14,CxAkraYlBuE,2020-12-07T20:26:05Z,17486,15. Semiconductors (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 16: DOPING,17.0,14,Ep7mkm_T0Po,2020-12-07T20:27:05Z,9013,16. Doping (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 17: METALS,18.0,14,Yap0AKRczf0,2020-12-07T20:27:26Z,9434,17. Metals (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 18: INTRODUCTION TO CRYSTALLOGRAPHY,19.0,14,R0sw85RkKCY,2020-12-07T20:26:51Z,48359,18. Introduction to Crystallography (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 19: CRYSTALLOGRAPHIC NOTATION,20.0,14,g4lxRZ7T5_o,2020-12-07T20:26:51Z,16503,19. Crystallographic Notation (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 20: X-RAY EMISSION AND ABSORPTION,21.0,14,tKyaGnPni3U,2020-12-07T20:26:25Z,13340,20. X-ray Emission and Absorption (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 21: X-RAY DIFFRACTION TECHNIQUES I,22.0,14,AqCz_b7VJK8,2020-12-07T20:26:52Z,40766,21. X-ray Diffraction Techniques I (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 22: X-RAY DIFFRACTION TECHNIQUES II,23.0,14,S1kqa_qGmHs,2020-12-07T20:27:05Z,16699,22. X-ray Diffraction Techniques II (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 23: POINT AND LINE DEFECTS I,24.0,14,YROT1JTNLWs,2020-12-07T20:26:05Z,9133,23. Point and Line Defects I (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 24: POINT AND LINE DEFECTS II,25.0,14,7_IoLAXtQ3k,2020-12-07T20:48:52Z,6238,24. Point and Line Defects II (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 25: INTRODUCTION TO GLASSY SOLIDS,26.0,14,AbyrF4VtlYY,2020-12-07T20:26:25Z,8155,25. Introduction to Glassy Solids (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 26: ENGINEERING GLASS PROPERTIES,27.0,14,KPJvO_00LKQ,2020-12-07T20:48:52Z,12361,26. Engineering Glass Properties (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 27: REACTION RATES,28.0,14,GhwBpZx3LjI,2020-12-07T20:26:25Z,6072,27. Reaction Rates (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 28: INTRODUCTION TO AQUEOUS SOLUTIONS,29.0,14,9SvAZgd0J_A,2020-12-07T20:27:05Z,5365,28. Introduction to Aqueous Solutions (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 29: ACIDS AND BASES I,30.0,14,ZSv_gYLBi8E,2020-12-07T20:26:05Z,4782,29. Acids and Bases I (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 30: ACIDS AND BASES II,31.0,14,xrf39mMxPZg,2020-12-07T20:26:04Z,3281,30. Acids and Bases II (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 31: EXAM REVIEW,32.0,14,1rgmGwAqMYc,2020-12-07T20:26:25Z,1798,31. Exam Review (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 32: POLYMERS I,33.0,14,LMSTMBX_2F4,2020-12-07T20:53:26Z,34973,32. Polymers I (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
BONUS LECTURE 2: THE CHEMISTRY OF BATTERIES,34.0,14,uOEXP2WEo3M,2020-12-07T20:49:13Z,22948,Additional Lecture 2. The Chemistry of Batteries (Intro to Solid-State Chemistry 2019),2023-06-02 16:39:52.363448
LECTURE 33: POLYMERS II,35.0,14,cMIRECEsKHM,2020-12-07T20:26:51Z,13399,33. Polymers II (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 34: INTRODUCTION TO ORGANIC CHEMISTRY,36.0,14,iPzRbK3wApI,2020-12-07T20:26:05Z,25873,34. Introduction to Organic Chemistry (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 35: DIFFUSION I,37.0,14,j4m0Ye5Qgcg,2020-12-07T20:26:05Z,18166,35. Diffusion I (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 36: DIFFUSION II,38.0,14,UF94OiDYgBY,2020-12-07T20:27:05Z,6447,36. Diffusion II (Intro to Solid-State Chemistry),2023-06-02 16:39:52.363448
LECTURE 1: INTRODUCTION AND CASE STUDIES,1.0,17,tynCH4dosA8,2009-03-02T20:59:48Z,42759,Lec 1 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
"LECTURE 2: POTENTIALS, SUPERCELLS, RELAXATION, METHODOLOGY",2.0,17,kHdqdTe7G44,2008-04-29T19:43:45Z,16484,Lec 2 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 3: POTENTIALS 2,3.0,17,HcQ7bdBGbEs,2008-04-29T20:40:12Z,8506,Lec 3 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 5: FIRST PRINCIPLES ENERGY METHODS,4.0,17,3HXG1kxmYVs,2008-04-29T20:13:02Z,9267,Lec 5 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 6: FIRST PRINCIPLES ENERGY METHODS,5.0,17,U5SKba2lCuw,2008-04-29T19:55:53Z,9609,Lec 6 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 7: TECHNICAL ASPECTS OF DENSITY FUNCTIONAL THEORY,6.0,17,-B96m5X2xCM,2008-04-29T19:57:13Z,11751,Lec 7 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 8: CASE STUDIES OF DFT,7.0,17,egK3Cih11J4,2008-04-29T19:52:54Z,5864,Lec 8 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 9: ADVANCED DFT - SUCCESS AND FAILURE,8.0,17,WAc7fQ1qzAc,2008-04-29T19:46:18Z,4173,Lec 9 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 11: FINITE TEMPERATURE,9.0,17,zyId5iqW6Ig,2008-04-29T19:52:48Z,3712,Lec 11 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 13: MOLECULAR DYNAMICS I,10.0,17,gQ1YPzcHZqo,2008-04-29T20:09:29Z,7636,Lec 13 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 14: MOLECULAR DYNAMICS II,11.0,17,_CTZDDFaE5A,2008-04-29T20:00:34Z,3754,Lec 14 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 15: MOLECULAR DYNAMICS III: FIRST PRINCIPLES,12.0,17,LInWiab7q6Q,2008-04-29T19:48:19Z,3639,Lec 15 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 17: MONTE CARLO SIMULATIONS,13.0,17,3FumIu7Qito,2008-04-29T19:43:32Z,5646,Lec 17 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 18: MONTE CARLO SIMULATION II,14.0,17,ZsqPyPe7B5w,2008-04-29T19:49:18Z,3829,Lec 18 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 19: FREE ENERGIES AND PHYSICAL COARSE-GRAINING,15.0,17,TqHS4tpujnw,2008-04-29T20:01:40Z,2563,Lec 19 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 20: MODEL HAMILTONIONS,16.0,17,K8qD73y8jag,2008-04-29T19:48:04Z,2496,Lec 20 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 22: AB-INITIO THERMODYNAMICS AND STRUCTURE PREDICTION,17.0,17,yYAHcATzuno,2008-04-29T19:46:00Z,3801,Lec 22 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 23: ACCELERATED MOLECULAR DYNAMICS,18.0,17,SbtqjZk80Qc,2008-04-29T19:42:41Z,4223,Lec 23 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
LECTURE 25: CASE STUDIES - HIGH PRESSURE,19.0,17,qOTTNo9iXJc,2008-04-29T19:38:33Z,2448,Lec 25 | MIT 3.320 Atomistic Computer Modeling of Materials,2023-06-02 16:39:52.363448
INTRODUCTION TO CRYSTALLOGRAPHY - PART 1,1.0,18,vT_6DlaHcWQ,2008-12-12T20:31:18Z,157398,"MIT 3.60 | Lec 1a: Symmetry, Structure, Tensor Properties of",2023-06-02 16:39:52.363448
INTRODUCTION TO CRYSTALLOGRAPHY - PART 2,2.0,18,aWdqvyhzzIY,2008-04-30T15:35:53Z,41670,"MIT 3.60 | Lec 1b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
CRYSTALLINE STRUCTURE AND GEOMETRY - PART 1,3.0,18,e-DMqNXtT9Q,2008-04-30T15:18:49Z,25337,"MIT 3.60 | Lec 2a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
CRYSTALLINE STRUCTURE AND GEOMETRY - PART 2,4.0,18,pi1IagGYJ3E,2008-04-30T15:37:02Z,16138,"MIT 3.60 | Lec 2b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"TRANSLATION, ROTATION, PERIODICITY - PART 1",5.0,18,APv1uyLL6ok,2008-04-30T15:16:00Z,15617,"MIT 3.60 | Lec 3a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"TRANSLATION, ROTATION, PERIODICITY - PART 2",6.0,18,kYgBLGwuBpw,2008-04-30T15:16:02Z,10639,"MIT 3.60 | Lec 3b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
2D SYMMETRIES - PART 1,7.0,18,cUzZ-qu3xws,2008-04-30T15:18:54Z,9653,"MIT 3.60 | Lec 4a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
2D SYMMETRIES - PART 2,8.0,18,2dms7bxzoXk,2008-04-30T16:04:25Z,7746,"MIT 3.60 | Lec 4b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"2D PLANE GROUPS, LATTICES - PART 1",9.0,18,THTQT2aykaA,2008-04-30T15:23:26Z,6941,"MIT 3.60 | Lec 5a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"2D PLANE GROUPS, LATTICES - PART 2",10.0,18,pEOSGrQkn44,2008-04-30T15:33:16Z,7441,"MIT 3.60 | Lec 5b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"2D PLANE GROUPS, LATTICES (CONT.) - PART 1",11.0,18,-HJE0OYHTH4,2008-04-30T15:41:50Z,7827,"MIT 3.60 | Lec 6a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"2D PLANE GROUPS, LATTICES (CONT.) - PART 2",12.0,18,xRWGiK2SMrw,2008-04-30T15:16:02Z,4638,"MIT 3.60 | Lec 6b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"2D PLANE GROUPS, LATTICES (CONT.) - PART 1",13.0,18,XYKEtZiierI,2008-04-30T15:29:23Z,5195,"MIT 3.60 | Lec 7a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"2D PLANE GROUPS, LATTICES (CONT.) - PART 2",14.0,18,2SYV_b3OelQ,2008-04-30T15:22:41Z,4825,"MIT 3.60 | Lec 7b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"DIFFRACTION, 3D SYMMETRIES - PART 1",15.0,18,DKDcpkK3pM8,2008-04-30T15:20:09Z,4674,"MIT 3.60 | Lec 8a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"DIFFRACTION, 3D SYMMETRIES - PART 2",16.0,18,KJheruCbwHU,2008-04-30T15:16:48Z,4653,"MIT 3.60 | Lec 8b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"3D SYMMETRIES, POINT GROUPS - PART 1",17.0,18,9JXMg32f09w,2011-09-16T14:53:52Z,14009,"MIT 3.60 | Lec 10a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
"3D SYMMETRIES, POINT GROUPS - PART 2",18.0,18,w1qapsDFz2g,2008-04-30T15:20:17Z,5017,"MIT 3.60 | Lec 10b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
POINT GROUPS - PART 1,19.0,18,B4xIxr3fB7c,2008-04-30T15:17:09Z,5272,"MIT 3.60 | Lec 11a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
POINT GROUPS - PART 2,20.0,18,1v17Gfdydfg,2008-04-30T15:36:37Z,7118,"MIT 3.60 | Lec 11b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
3D LATTICES - PART 1,21.0,18,7rm5sVtj-hs,2008-04-30T15:17:29Z,3347,"MIT 3.60 | Lec 12a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
3D LATTICES - PART 2,22.0,18,Z7ftUJAx-1E,2008-04-30T15:14:31Z,794,"Lec 12b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
PHYSICAL PROPERTIES OF CRYSTAL STRUCTURES - PART 1,23.0,18,eDCS197EzU8,2008-04-30T15:33:14Z,7062,"MIT 3.60 | Lec 13a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
PHYSICAL PROPERTIES OF CRYSTAL STRUCTURES - PART 2,24.0,18,IPTyKqZpbCM,2008-04-30T15:18:42Z,2605,"MIT 3.60 | Lec 13b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
FINAL LECTURE ON SYMMETRY: 3D SPACE GROUPS - PART 1,25.0,18,JKUrC05a-4k,2008-04-30T15:17:28Z,2842,"MIT 3.60 | Lec 14a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
FINAL LECTURE ON SYMMETRY: 3D SPACE GROUPS - PART 2,26.0,18,8gOVW9fKOcY,2008-04-30T15:53:10Z,3353,"MIT 3.60 | Lec 14b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
SPACE GROUP NOTATION/TENSORS - PART 1,27.0,18,dGd519SL114,2008-04-30T15:13:49Z,4821,"MIT 3.60 | Lec 15a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
SPACE GROUP NOTATION/TENSORS - PART 2,28.0,18,Vyf-lQjk0rY,2008-04-30T15:12:26Z,4000,"MIT 3.60 | Lec 15b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
TENSORS (CONT.) - PART 1,29.0,18,lPgglz6xeZU,2008-04-30T15:28:52Z,5573,"MIT 3.60 | Lec 16a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
TENSORS (CONT.) - PART 2,30.0,18,4CBKF4LT8l8,2008-04-30T15:09:49Z,4721,"MIT 3.60 | Lec 16b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
TENSORS (CONT.) - PART 1,31.0,18,I0vEDYqXLeg,2008-04-30T15:18:53Z,2884,"MIT 3.60 | Lec 18a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
TENSORS (CONT.) - PART 2,32.0,18,Bd4Q4Dl4brc,2008-04-30T15:32:38Z,2410,"MIT 3.60 | Lec 18b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
REPRESENTATION QUADRIC - PART 1,33.0,18,hVqoXS5PyzY,2008-04-30T15:28:10Z,3537,"MIT 3.60 | Lec 20a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
REPRESENTATION QUADRIC - PART 2,34.0,18,4v94PCyrQqo,2008-04-30T15:32:22Z,2086,"MIT 3.60 | Lec 20b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
STRESS AND STRAIN TENSORS - PART 1,35.0,18,JyIsB5D3ZCg,2008-04-30T15:23:32Z,11944,"MIT 3.60 | Lec 21a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
STRESS AND STRAIN TENSORS - PART 2,36.0,18,QyJkYF-L1Kg,2008-04-30T15:09:01Z,10665,"MIT 3.60 | Lec 21b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
SHEER AND THERMAL EXPANSION TENSORS - PART 1,37.0,18,ew9ujMlyOTU,2008-04-30T15:36:10Z,2864,"MIT 3.60 | Lec 22a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
SHEER AND THERMAL EXPANSION TENSORS - PART 2,38.0,18,RoxLGn5VN4g,2008-04-30T15:14:27Z,457,"Lec 22b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
PIEZOELECTRICITY - PART 1,39.0,18,O8q7AqZxtXQ,2008-04-30T15:32:46Z,4397,"MIT 3.60 | Lec 23a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
PIEZOELECTRICITY - PART 2,40.0,18,V1i2bknbWfc,2008-04-30T15:17:44Z,2355,"MIT 3.60 | Lec 23b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
PIEZOELECTRICITY (CONT.) - PART 1,41.0,18,GvtsFAxn-H8,2008-04-30T15:23:45Z,2601,"MIT 3.60 | Lec 24a: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
PIEZOELECTRICITY (CONT.) - PART 2,42.0,18,FEsKwINx--I,2008-04-30T15:17:13Z,2167,"MIT 3.60 | Lec 24b: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
4TH RANK TENSOR PROPERTIES - PART 1,43.0,18,eCPASv7NaHk,2008-04-30T15:33:59Z,3540,"MIT 3.60 | Lec 26: Symmetry, Structure, Tensor Properties of Materials",2023-06-02 16:39:52.363448
LEC 1: INTRODUCTION,1.0,20,k2_wuThLG6o,2014-03-06T20:16:02Z,45267,1. Introduction to Theory of City Form,2023-06-02 16:39:52.363448
LEC 2: NORMATIVE THEORY I: THE CITY AS SUPERNATURAL,2.0,20,rbTLRBdEcqA,2014-03-06T20:15:54Z,13492,2. Normative Theory I: The City as Supernatural,2023-06-02 16:39:52.363448
LEC 3: NORMATIVE THEORY II: THE CITY AS MACHINE,3.0,20,oBKDFgLoR9o,2014-03-06T20:15:47Z,8900,3. Normative Theory II: The City as Machine,2023-06-02 16:39:52.363448
LEC 4: NORMATIVE THEORY III: THE CITY AS ORGANISM,4.0,20,gMmamytjyXI,2014-03-06T20:15:39Z,5733,4. Normative Theory III: The City as Organism,2023-06-02 16:39:52.363448
LEC 5: DESCRIPTIVE AND FUNCTIONAL THEORY,5.0,20,0su7rM_7_DM,2014-03-06T20:15:25Z,3632,5. Descriptive and Functional Theory,2023-06-02 16:39:52.363448
